ref_code,base_y,base_x,offsets
W0C/SR-111,14489,-27658,-4:0 -4:1 -3:0 -3:1 -2:0 -2:1 -1:0 -1:1 0:0 0:1 1:-1 1:0 2:-1
W0C/SR-112,14507,-27892,-4:3 -1:-2 -1:0 0:0
W0C/SR-113,14636,-27737,-3:0 -1:0 0:0 1:0
W0C/SR-114,14495,-27910,-4:2 0:0 4:-1
W0C/SR-115,14484,-27775,0:-2 0:-1 0:0 1:0 1:1 1:2
W0C/SR-116,14487,-27851,0:0 3:2 4:2
W0C/SR-117,14668,-27658,-1:-1 0:0 1:1
W0C/SR-119,14722,-27699,0:0 1:-1 2:-2
W0C/SR-120,14612,-27667,-4:2 -3:1 -2:0 -2:1 -1:0 0:0 1:0 2:-1 3:-2
W0C/SR-121,14707,-27686,0:0
W0C/SR-122,14607,-27741,-2:-1 -1:-1 0:0 1:0
W0C/SR-123,14547,-27666,-1:0 -1:1 -1:3 0:-1 0:0 0:1 0:2 0:3 0:4 1:-2 1:-1 1:0 1:1 2:-2 2:-1 2:0 3:-2
W0C/SR-181,14456,-27840,-3:-2 0:0 1:-1 2:-1
W0C/SR-182,14499,-27772,-1:0 -1:1 0:0 1:0 2:1
W0C/UR-001,14075,-28071,0:0
W0C/UR-002,14074,-28063,0:0
W0C/UR-003,14069,-28080,0:0 1:-2
W0C/UR-004,14070,-28060,0:0
W0C/UR-005,14075,-28066,0:0
W0C/UR-006,14043,-28057,-1:0 0:0 0:1 1:1 3:-1 3:0 3:1
W0C/UR-007,14077,-28090,0:0
W0C/UR-008,14081,-28057,-2:-4 -2:-1 0:-1 0:0
W0C/UR-009,14044,-28031,-1:1 0:0 1:0 3:-1
W0C/UR-010,14079,-28015,0:0
W0C/UR-011,14079,-28097,-3:2 -1:0 0:0 4:0
W0C/UR-012,14057,-28048,-1:0 0:0 1:1
W0C/UR-013,14062,-28045,-1:1 0:0 0:1
W0C/UR-014,14071,-28021,0:0
W0C/UR-015,14081,-28027,-2:3 0:0
W0C/UR-016,14037,-28045,-1:0 0:0 0:1 0:2
W0C/UR-017,14040,-28038,-2:0 0:0 0:1 1:0
W0C/WE-001,14448,-27829,0:0
W0C/WE-002,14470,-27862,0:0
W0C/WE-003,14488,-27882,0:0
W0C/WE-004,14448,-27769,0:0
W0C/WE-005,14442,-27833,0:0 4:-1 4:0 4:1
W0C/WE-006,14437,-27846,-1:0 -1:2 0:0
W0C/WE-007,14453,-27897,-1:1 0:0 1:-2 1:-1
W0C/WE-008,14436,-27813,0:0 1:0
W0C/WE-009,14453,-27774,-1:1 0:0 1:0
W0C/WE-010,14449,-27891,-1:1 0:0 2:-1
W0C/WE-011,14441,-27808,0:0
W0C/WE-012,14431,-27746,-1:1 0:0
W0C/WE-013,14442,-27764,-1:4 0:0 3:-3
W0C/WE-014,14450,-27855,-3:0 -1:1 0:0
W0C/WE-015,14424,-27801,0:0 2:0 3:0
W0C/WE-016,14437,-27822,0:0 2:-3 2:-2
W0C/WE-017,14460,-27775,0:-1 0:0
W0C/WE-018,14423,-27741,-1:0 0:0 1:1 1:4
W0C/WE-019,14328,-27766,-1:-2 -1:-1 -1:0 0:0
W0C/WE-020,14460,-27865,0:0
W0C/WE-021,14132,-27986,0:0 1:-1 1:0 2:-1 2:0
W0C/WE-022,14478,-27873,0:0 2:-2 3:-3
W0C/WE-023,14339,-27917,-2:-3 -2:2 0:-3 0:0 1:-2 1:0
W0C/WE-024,14441,-27892,0:0
W0C/WE-025,14328,-27758,-1:-1 -1:0 0:0
W0C/WE-028,14465,-27939,0:0 0:1
W0C/WE-029,14419,-27792,-1:0 0:-1 0:0 1:-1
W0C/WE-031,14415,-27896,-5:-1 -4:-2 -4:-1 0:0
W0C/WE-032,14458,-27938,0:0
W0C/WE-033,14457,-27888,0:0
W0C/WE-034,14428,-27868,-1:0 0:0 1:-1
W0C/WE-036,14482,-27904,0:0 1:-1
W0C/WE-037,14332,-27726,-2:-2 -2:4 -1:-2 -1:0 -1:3 0:-2 0:-1 0:0 0:3 1:3 2:3 2:4 3:4
W0C/WE-038,14434,-27893,-1:0 -1:2 0:0
W0C/WE-040,14378,-27860,-2:2 -2:3 0:0 1:0
W0C/WE-041,14426,-27894,-1:-1 0:0 1:0
W0D/BB-001,16246,-26962,-1:1 0:0 0:1 1:-1
W0D/BB-002,16267,-27020,-4:-2 -3:-3 -3:-2 -2:-4 -2:-3 -2:-2 -1:-4 -1:-3 -1:-2 -1:-1 0:-4 0:-3 0:-2 0:-1 0:0 0:1 1:-4 1:-3 1:-2 1:-1 1:0 1:1 2:-4 2:-3 2:-2 2:-1 2:0 2:1 3:-4 3:-3 3:-2 3:-1 4:-3 4:-2 4:-1 4:0 5:-1
W0D/BB-003,16238,-26976,-2:0 -2:1 -1:1 0:-1 0:0 1:-1 1:0 2:-1 2:0
W0D/BB-004,16256,-26987,-1:0 0:0 0:1 1:0 2:1
W0D/BB-005,16249,-26978,-1:-1 0:-1 0:0
W0D/BB-007,16285,-26967,0:0 0:1 1:0 2:0 4:-2 5:-1
W0D/BB-009,16177,-26970,-3:-1 -3:1 -2:-1 -2:0 -2:1 -2:3 -1:0 -1:1 -1:3 0:0 0:1 0:3 1:0 1:1 2:0
W0D/BB-010,16204,-26963,0:-1 0:0 1:-4 1:0 2:-4
W0D/BB-012,16201,-26949,0:0 1:0 1:1 2:1
W0D/BB-029,16248,-27017,-5:-2 -4:-3 -3:-4 -3:-3 -3:-2 -3:-1 -2:-4 -2:-3 -2:-2 -2:-1 -1:-4 -1:-3 -1:-2 -1:-1 -1:0 -1:1 -1:2 -1:3 0:-4 0:-3 0:-2 0:-1 0:0 0:1 0:2 0:3 0:4 1:-4 1:-3 1:-2 1:-1 1:0 1:1 1:2 1:3 1:4 2:-3 2:-2 2:-1 2:0 3:-3 3:-2 3:-1 4:-2 4:-1
W0D/BB-030,16241,-26964,-1:0 -1:2 0:-1 0:0 3:-1 3:0 3:1 3:2 3:3 4:2
W0D/BB-032,16263,-27009,0:-1 0:0 1:-1 1:0 3:-3
W0D/BB-034,16291,-27036,-3:3 -3:4 -2:3 -2:4 -1:0 -1:1 0:0 0:1 1:0
W0D/BB-037,16227,-26999,-1:0 0:-1 0:0 0:4 1:-1 1:4 3:0 3:3 4:0
W0D/BB-040,16328,-27012,0:0 0:1 0:5 1:0 1:1 2:0 2:4 3:-2 4:1
W0D/BB-045,16287,-26978,-2:0 -1:0 0:0 0:1 1:0 1:1 1:2 3:1
W0D/BB-047,16287,-26984,-1:0 -1:1 0:0 0:1 0:4
W0D/NW-001,16354,-27063,-5:-1 -5:0 -5:1 -5:2 -4:-3 -4:-2 -4:-1 -4:0 -4:1 -4:2 -3:-3 -3:-2 -3:-1 -3:0 -3:3 -3:4 -2:-4 -2:-3 -2:-2 -2:-1 -2:0 -2:1 -2:2 -2:3 -1:-4 -1:-3 -1:-2 -1:-1 -1:0 -1:1 -1:2 -1:3 -1:4 0:-4 0:-3 0:-2 0:-1 0:0 0:1 0:2 0:3 0:4 1:-4 1:-3 1:-2 1:-1 1:0 1:1 1:2 1:3 1:4 2:-3 2:-1 2:0 2:1 3:-2 3:0 3:1 4:1 4:2
W0D/NW-002,16417,-27041,-1:-1 -1:0 0:-1 0:0 1:-1 1:0 1:1
W0D/NW-003,16386,-27015,-2:-2 0:0 0:1 1:-1 1:0
W0D/NW-018,16422,-27037,-4:-2 -3:-3 -3:-2 -2:-4 -2:-3 0:-5 0:-4 0:-1 0:0 1:-5 1:-1 1:0 3:-4
W0D/NW-020,16425,-27054,-4:2 -3:1 -3:2 -2:2 -2:3 -1:3 -1:4 0:-1 0:0 0:1 0:4 0:5 1:0 1:1 1:5 2:4 3:4
W0D/NW-021,16429,-27056,-4:-2 -4:-1 -4:0 -3:-2 -3:0 -3:1 -2:1 -2:2 -2:3 -2:4 -1:0 -1:2 -1:3 -1:4 0:-2 0:-1 0:0 0:4 1:-3 1:-2 1:-1 1:0 1:4 2:3 2:4
W5A/CA-001,12753,-24454,0:0 0:1 0:2 0:3
W5A/CA-002,12748,-24441,-2:0 -1:0 0:-3 0:-2 0:0 0:1 0:2 0:3 3:2 4:-2 4:-1 4:0
W5A/CS-001,12733,-24481,-1:2 0:-1 0:0 0:1 0:3 1:3
W5A/CS-002,12735,-24491,0:-1 0:0 0:1 1:-3 1:-2 1:0 1:1 1:2
W5A/CS-003,12742,-24489,-1:-4 0:-4 0:-3 0:0 1:-2 1:-1 1:0 1:1 2:-3 2:-2 2:1
W5A/CS-004,12743,-24502,-1:0 0:0 0:1
W5A/CS-005,12753,-24486,-2:0 -2:2 0:-1 0:0 0:1 0:2 0:3 1:-3 1:0 4:2
W5A/CS-006,12760,-24517,0:0 1:-2 1:-1 1:0 2:-1
W5A/CS-007,12750,-24471,0:0 0:1
W5A/CS-008,12769,-24528,-1:3 0:-1 0:0 0:2 1:0 2:-4 2:-3
W5A/MA-001,13024,-24387,-1:-2 -1:-1 -1:0 -1:1 -1:2 -1:3 0:-4 0:-3 0:-2 0:-1 0:0 0:1 0:2 0:3 0:4 1:-4 1:-3 1:-2 1:-1 1:0 1:1 1:3 1:4 2:-3 2:-2 2:-1 2:0 2:1 3:0 4:0
W5A/OH-001,12842,-24565,-2:3 -1:-1 -1:0 -1:2 0:-1 0:0 0:1 1:-4 1:-1 2:-4 2:-3
W5A/OH-002,12856,-24576,-1:1 -1:2 -1:3 -1:4 0:-3 0:-1 0:0 0:1 0:2 0:3 1:-3 1:-1 2:-3
W5A/OH-003,12846,-24492,0:-2 0:-1 0:0 0:1 1:0 1:1 2:2 3:3
W5A/OH-005,12849,-24511,-2:-3 -2:0 -1:-1 -1:0 -1:1 0:-1 0:0
W5A/OH-006,12848,-24465,-1:-1 -1:0 0:0 1:0
W5A/OH-007,12854,-24549,-1:-2 -1:-1 -1:0 -1:1 -1:2 0:-1 0:0 0:1 0:2 0:3 1:0 2:-1 2:0 3:-1
W5A/OZ-001,13258,-24350,-4:-1 -4:0 -4:1 -3:-1 -3:0 -2:0 -1:0 0:-1 0:0 0:1 1:-1 1:0 1:1 2:0 2:1 3:0 3:1 4:0 4:1 4:2 5:-1 5:0 5:1 5:2
W5A/OZ-002,13244,-24416,-5:-1 -5:0 -4:-2 -4:-1 -4:0 -3:-2 -3:-1 -3:0 -2:-3 -2:-2 -2:-1 -2:0 -1:-1 -1:0 0:-1 0:0 1:-1 1:0 2:-1 2:0 2:1 2:2 3:0 3:1 3:2 4:0 4:1
W5A/OZ-003,13254,-24465,-4:0 -4:1 -4:2 -3:-3 -3:-1 -3:0 -3:1 -3:3 -2:-3 -2:-1 -2:0 -2:1 -1:-3 -1:-2 -1:-1 -1:0 -1:1 0:-4 0:-3 0:-2 0:-1 0:0 0:1 0:2 1:-4 1:-3 1:-2 1:-1 1:0 1:1 1:2 1:3 1:4 2:-3 2:-2 2:-1 2:0 2:1 2:2 2:3 2:4 3:-3 3:-2 3:0 3:1 3:2 4:-2 4:0 4:1 4:2 5:0 5:1
W5A/OZ-005,13187,-24416,-1:-1 -1:2 0:-1 0:0 0:1 0:2 0:3 1:0 1:1 2:0 3:0 4:0
W5A/OZ-012,13243,-24439,-5:-1 -4:-2 -4:-1 -4:0 -4:2 -3:2 -3:3 -2:1 -2:2 -2:3 -2:4 -1:0 -1:1 -1:2 -1:3 -1:4 0:-1 0:0 0:1 0:2 0:3 0:4 1:-1 1:0 1:1 1:3 2:-1 2:0 3:-1 3:0 3:1 3:2 4:1 4:2
W5A/PT-001,12949,-24577,-2:0 -1:-2 -1:-1 -1:0 -1:1 -1:2 -1:3 0:-2 0:-1 0:0 0:1 1:-2 1:-1 1:0
W5A/PT-002,12971,-24402,-5:0 -4:-1 -4:0 -3:-2 -3:-1 -3:0 -3:1 -2:-3 -2:-2 -2:-1 -2:0 -2:1 -2:2 -1:-2 -1:-1 -1:0 -1:1 0:-2 0:-1 0:0 0:1 1:-1 1:0 1:1 2:-1 2:0 2:1 3:-1 3:0 3:1 4:0
W5A/PT-003,12947,-24557,-2:-1 -2:0 -2:1 -1:-1 -1:0 -1:1 -1:2 -1:3 -1:4 0:-1 0:0 0:1 0:4 1:-1 1:0 2:-1 2:0 3:-1 3:0
W5A/PT-004,12955,-24465,-1:-2 -1:-1 -1:0 -1:1 -1:3 -1:4 0:-2 0:-1 0:0 0:1 0:2 0:3 0:4
W5A/PT-005,12980,-24389,-4:3 -3:2 -2:1 -2:2 -1:0 -1:1 0:0 0:1 1:0
W5A/PT-006,12983,-24586,-1:-2 -1:-1 -1:0 0:-2 0:-1 0:0 0:1 0:2 1:4
W5N/AI-001,11692,-28331,0:0 2:0 4:1 4:2
W5N/AP-001,12650,-28175,0:-1 0:0 1:1
W5N/AP-002,12665,-28247,-1:1 0:0 0:1
W5N/AP-003,12608,-28205,-3:0 -2:-1 -2:2 -1:-1 -1:0 -1:1 -1:2 0:0 0:1 0:3 1:0 1:1 2:1 3:-1 3:0 3:1 4:0 4:2
W5N/AP-004,12551,-28398,0:0 1:0
W5N/AP-005,12583,-28159,-1:0 0:0 0:1 2:1 2:2
W5N/AP-006,12621,-28309,-2:-2 -1:-1 -1:0 0:-2 0:-1 0:0 1:-1 1:1 1:2 2:2 4:2
W5N/AP-009,12605,-28292,-1:-2 -1:-1 -1:0 0:-1 0:0 0:1 1:-3 1:-1 1:0 2:-3 2:-2 2:-1 3:-2 3:-1 3:0 4:-2 4:-1 4:0 4:1
W5N/AP-011,12634,-28184,-3:-1 -2:0 -1:0 0:0
W5N/AP-012,12602,-28340,-1:-1 -1:0 0:-1 0:0 1:0 2:0
W5N/AP-013,12480,-28377,-4:2 -3:0 -3:1 -3:2 -2:-3 -2:1 -2:2 -1:2 0:-2 0:-1 0:0 0:1 0:2 1:-1 1:0 1:1 1:2 1:3 2:1
W5N/AP-014,12570,-28286,-4:2 -3:2 -2:1 -1:0 0:0 1:0 2:-1 2:0 3:-1
W5N/AP-017,12641,-28271,-4:1 -3:1 -2:1 -1:0 -1:1 0:0 0:1 1:0 1:1
W5N/AP-018,12408,-28397,-1:-1 0:0 1:-1 1:0 2:1 3:1
W5N/AP-019,12558,-28327,-4:-2 -3:-3 -3:-2 -2:-1 -1:-2 -1:-1 -1:0 0:-1 0:0
W5N/AP-021,12537,-28333,0:0 0:1 1:-4 1:-3 1:-2 1:-1 1:0 1:1 2:-3 2:0 2:1 3:-3 3:2
W5N/AP-025,12642,-28243,-3:3 0:0 0:1
W5N/AP-027,12804,-28206,0:0
W5N/AP-028,12464,-28380,0:0 5:0 5:1
W5N/AP-029,12450,-28386,-2:0 0:-1 0:0 1:-1
W5N/AP-031,12489,-28358,0:-1 0:0 0:1 1:1 1:2
W5N/AP-032,12560,-28265,-3:3 -2:2 -2:3 -1:0 -1:1 0:0
W5N/AP-033,12836,-28212,-1:0 0:0
W5N/AP-034,12778,-28212,0:0 0:1
W5N/AP-035,12562,-28363,-2:0 -1:0 0:0
W5N/AP-036,12608,-28168,-1:-1 0:-1 0:0 0:1 1:0 1:1 1:2 2:1 2:2 2:3 3:1 3:2 3:3 4:1 4:2
W5N/AP-037,12758,-28220,-5:0 -5:1 -4:-2 -4:-1 -4:0 -4:2 -3:-3 -3:-2 -3:-1 -3:2 -3:3 -2:-3 -2:-2 -2:-1 -2:2 -2:3 -1:-3 -1:-2 -1:-1 -1:0 -1:3 -1:4 0:-4 0:-3 0:-2 0:-1 0:0 0:4 1:-3 1:-2 1:-1 2:-2 2:-1
W5N/BA-001,12753,-27887,0:0
W5N/BL-001,12241,-28087,-3:0 -1:0 0:0 0:1 1:-1 1:0 2:-1 2:0 3:-2 3:-1 3:0
W5N/BL-002,12204,-28068,0:-1 0:0 0:1 1:0
W5N/BL-003,12275,-28088,-1:0 0:0 0:1 1:0 1:1 2:0
W5N/BL-004,12297,-28093,-2:-1 -1:-1 -1:0 0:-1 0:0 1:0 2:0
W5N/BL-005,12307,-28085,-3:-2 -2:-1 -1:-1 0:-2 0:-1 0:0 1:-1
W5N/BL-007,12267,-28100,0:-1 0:0 1:0 2:0
W5N/BL-009,12222,-28063,0:0 1:-1 1:0 1:1 2:-3 2:-2 2:-1 2:0 3:-3 3:0
W5N/BL-010,12266,-28117,-3:-1 -1:-1 0:-1 0:0 1:0 2:-4 4:-2
W5N/BL-012,12250,-28068,-1:-1 0:0 1:0 1:1
W5N/BL-014,12280,-28072,-2:-4 -1:-4 -1:0 0:-3 0:0 1:0
W5N/BL-015,12304,-28067,-1:0 -1:1 0:0 0:1 1:0 4:0
W5N/BU-001,12070,-28238,-4:0 -3:1 -3:2 -2:1 -1:0 0:0 0:1 1:-2 1:0 2:-2
W5N/CC-001,13689,-27796,-2:2 -1:1 -1:2 0:0
W5N/CC-003,13424,-27805,-1:1 -1:2 0:0 0:1 0:2 0:3 1:1 1:2 2:1 2:2 3:2 3:3
W5N/CC-004,13649,-27807,-1:0 0:0 1:-1 1:0 2:-1 3:-2 3:-1 4:0
W5N/CC-005,13691,-27816,-2:-3 -2:-2 -2:0 -1:-3 -1:-1 -1:0 0:-1 0:0 1:-3 1:0 1:1 2:-3 2:-2 2:-1 2:0 2:1 3:-2 3:-1 3:0 3:1 3:2 4:-2 4:-1 4:0 4:1
W5N/CC-006,13613,-27817,-4:-2 -4:-1 -3:-2 -3:-1 -2:-2 -2:-1 -1:-1 0:-3 0:-2 0:-1 0:0 1:-4 1:-3 1:-2 1:-1
W5N/CC-007,13515,-27805,-4:0 -3:1 -1:0 -1:1 0:0 0:1 1:-1 1:0 1:1
W5N/CC-008,13459,-27800,-4:2 -4:3 -3:2 -3:3 -3:4 -2:2 -2:3 -2:4 -1:0 -1:1 -1:2 -1:3 -1:4 0:-1 0:0 0:1 0:3 0:4
W5N/CC-009,13700,-27815,-5:1 -4:0 -1:-4 -1:-1 0:-4 0:0 1:-4 2:-4
W5N/CC-010,13632,-27846,-2:-4 -2:-3 -1:-4 -1:-3 -1:-2 -1:-1 0:-1 0:0 1:0 1:1 1:2 2:1 3:2
W5N/CC-011,13673,-27819,-5:1 -4:0 -4:1 -3:0 -3:1 -2:0 -2:1 -1:-1 -1:0 -1:1 0:-1 0:0 1:-1 2:-1 3:-2 4:-2
W5N/CC-012,13498,-27835,-4:0 -3:-1 -3:0 -2:0 -1:-1 -1:0 0:-1 0:0 0:2 0:3 1:0 2:-4 2:0 2:2 2:3 3:0 3:2 4:0 4:2 5:-1 5:0
W5N/CC-015,13581,-27815,-3:0 -3:1 -2:-4 -2:-3 -2:-1 -2:0 -2:1 -1:-4 -1:-3 -1:-2 -1:-1 -1:0 -1:1 0:-4 0:-3 0:-2 0:-1 0:0 0:1 1:-4 1:-3 1:-2 1:1 1:2 2:-4 2:-3 2:2 3:-4
W5N/CC-017,13660,-27843,-2:0 -2:1 -2:2 -1:0 -1:1 0:-1 0:0 0:1 0:2 1:-2 1:-1 1:0 1:1 1:2 2:-2 2:-1 2:0 2:1 3:-2 3:-1 3:0 3:1 4:-2 4:-1 4:0
W5N/CC-018,13640,-27881,-5:-1 -4:-1 -3:-1 -3:0 -2:-2 -2:-1 -2:0 -2:2 -1:-2 -1:-1 -1:0 -1:1 -1:2 0:-2 0:-1 0:0 0:1 1:-1 2:-2 2:-1 4:-1
W5N/CC-019,13666,-27830,0:-1 0:0 0:1 1:0 2:-2 2:-1 3:-1
W5N/CC-020,13457,-27753,-1:0 0:-4 0:-3 0:-2 0:-1 0:0 1:-4 1:-3 1:-2 1:-1 1:0 2:-4 2:-3 2:-2 2:-1 2:0 2:1 3:-3 3:-2 3:-1 3:0 3:1 3:2 4:-3 4:-2 4:-1 4:0 4:1 4:2 5:-1 5:0
W5N/CC-021,13427,-27823,-2:-2 -1:3 0:-1 0:0 0:3 1:-2 1:-1 2:-2
W5N/CM-001,13641,-27402,-1:-1 0:-1 0:0
W5N/CM-002,13566,-27400,0:0 1:1
W5N/CM-003,13548,-27396,-1:0 0:0 1:-1 1:0 2:-1
W5N/CM-004,13509,-27386,0:0 0:1 0:2 1:-1 1:0 1:1
W5N/CM-005,13637,-27397,-2:0 0:-4 0:0 1:1 2:-3 3:-3 4:1
W5N/CM-006,13540,-27395,-1:1 0:-1 0:0 1:-1 1:0 4:-1 5:-1
W5N/CM-008,13466,-27398,-2:-4 -2:-3 -2:-2 -2:-1 -2:0 -2:1 -1:-4 -1:-3 -1:-2 -1:-1 -1:0 -1:1 -1:2 0:-3 0:-2 0:-1 0:0 0:1 0:2 1:-4 1:-3 1:-2 1:-1 1:0 1:1 1:2 2:-4 2:-3 2:-2 2:-1 2:0 2:1 3:-3 3:-2 3:-1 3:0 3:1 4:-3 4:-2 4:-1 5:-1
W5N/CM-009,13498,-27392,-4:0 -3:0 -2:-1 -2:0 -1:-1 -1:0 -1:1 0:-1 0:0 0:1 0:2 1:-1 1:0 1:1 1:2 2:-1 2:0 3:0 4:-1
W5N/CM-010,13500,-27365,-1:-1 -1:0 0:0 1:-1
W5N/CM-011,13505,-27369,-1:0 0:0 1:0
W5N/CM-012,13429,-27394,-4:1 -4:2 -3:0 -3:1 -3:2 -3:3 -2:-3 -2:-1 -2:0 -2:1 -2:2 -2:3 -1:-3 -1:-2 -1:-1 -1:0 -1:1 -1:2 -1:3 -1:4 0:-3 0:-2 0:-1 0:0 0:1 0:2 0:3 0:4 1:-3 1:-2 1:-1 1:0 1:1 1:2 1:3 1:4 2:-2 2:-1 2:0 2:1 2:2 2:3 3:-2 3:0 3:1 3:2 4:-1 4:1 4:2
W5N/CM-013,13484,-27362,-1:0 -1:1 0:0 1:0
W5N/CM-014,13481,-27369,-1:0 -1:1 0:0 0:1 1:0 3:-1
W5N/CM-015,13477,-27367,-1:1 0:0 0:1
W5N/CM-016,13500,-27354,-2:-4 -1:-4 -1:0 0:-1 0:0 0:2
W5N/CM-017,13384,-27390,-1:-1 -1:0 0:-1 0:0 0:1 1:0
W5N/CM-020,13368,-27360,-3:-1 -2:0 -1:-1 -1:0 -1:1 0:-1 0:0 1:-1 1:0
W5N/CM-024,13418,-27361,-3:2 -3:3 -2:1 -2:2 -2:3 -1:0 0:0
W5N/CM-025,13422,-27356,0:0 1:0
W5N/CM-026,13486,-27344,-4:2 -3:0 -3:1 -3:2 -3:3 -2:-1 -2:0 -2:1 -1:-1 -1:0 0:-1 0:0
W5N/CM-027,13328,-27418,-2:0 -1:0 0:0 2:1 2:4 3:1 3:2 3:4 4:1
W5N/CM-029,13361,-27374,-1:0 0:-1 0:0
W5N/CM-030,13392,-27347,-2:0 -1:0 0:0 1:0 2:-3
W5N/CO-001,13027,-28150,-4:-1 -3:-3 -3:-2 -3:-1 -3:0 -2:0 -1:0 0:0 1:-2 1:-1 1:0 2:-4
W5N/CO-002,13043,-28198,-2:-1 -2:1 -2:2 -2:3 -1:-1 -1:0 -1:1 -1:2 -1:3 0:-2 0:-1 0:0 0:1 0:2 0:3 1:-2 1:-1 1:0 1:1 1:2 1:3 2:-2 2:-1 2:0 2:1 2:2 3:-1 3:0 3:1 3:2
W5N/CO-003,13008,-28175,-4:0 -4:2 -3:-2 -3:-1 -3:0 -3:1 -3:2 -2:-4 -2:-3 -2:-2 -2:-1 -2:0 -2:1 -2:2 -1:-4 -1:-3 -1:-2 -1:-1 -1:0 -1:1 0:-4 0:-3 0:-2 0:-1 0:0 1:-4 1:-3 1:-2 1:-1 2:-4 2:-3 2:-2
W5N/CO-004,13135,-28188,-3:-2 -2:-2 -2:-1 -2:1 -1:-2 -1:-1 -1:0 -1:1 0:-3 0:-2 0:-1 0:0 0:1 1:-1 1:0 1:1 2:-1 2:0 2:1
W5N/CO-005,13083,-28232,-1:0 -1:1 0:-1 0:0 0:1 1:-2 1:-1 1:0 1:1 2:-3 2:-2 2:-1 2:0 2:1 3:-3 3:-2 3:-1 3:0 3:1 4:-2 4:-1 4:0 4:1
W5N/CO-006,12971,-28113,-1:0 0:-1 0:0 1:-1 1:0 2:0 2:1 3:1 3:2 4:2
W5N/CO-007,13180,-28176,-1:0 -1:1 0:0 0:1 1:0
W5N/CO-008,13044,-28154,-2:3 -1:2 0:-1 0:0 0:1 1:-3 1:-1 1:0 1:1 2:-4 2:-2 2:-1 2:0 2:1 2:2 3:-2 3:-1 3:0 3:1 3:2 3:3 4:-2 4:0 4:1 4:2 5:0
W5N/CO-009,12886,-28200,-1:0 0:0
W5N/CO-010,12981,-28122,-4:2 -3:1 -3:2 -2:1 -2:2 -2:4 -1:0 -1:1 -1:2 0:0 0:1 0:2 1:0 1:1 2:0 2:1 2:2 3:-1 3:0 3:1 3:2 3:3 4:-1 4:0 4:1 4:2 5:0
W5N/CO-011,12906,-28185,-3:0 -3:1 -2:0 -2:1 -2:2 -1:-1 -1:0 -1:1 -1:2 0:0 0:1 0:2 1:1
W5N/CO-012,13174,-28139,0:0 0:1 1:0 2:0 3:-2 3:-1 3:0 4:-2 4:-1 4:0 5:-1 5:0
W5N/CO-013,12944,-28159,-3:-1 -3:0 -3:1 -2:-1 -2:0 -2:1 -2:2 -1:-2 -1:-1 -1:0 -1:1 -1:2 0:-1 0:0 0:1 1:-1 1:0
W5N/CO-014,12875,-28174,-1:0 0:-1 0:0
W5N/CO-015,13168,-28248,0:-1 0:0 1:-3 1:-1 1:0 2:-1 2:0 2:1 2:2 3:-1 3:0 3:2
W5N/CU-001,13507,-28386,-1:-1 0:-1 0:0 1:0
W5N/CU-002,13362,-28349,-5:-1 -5:0 -4:-2 -4:-1 -4:0 -3:-1 -3:0 -3:1 -2:-2 -2:-1 -2:0 -2:1 -1:-4 -1:-3 -1:-2 -1:-1 -1:0 -1:1 0:-4 0:-1 0:0 0:1 1:-1 1:0 1:1 2:1 3:1
W5N/CU-004,13297,-28388,0:0 0:1 0:2 1:1
W5N/CU-005,13287,-28375,0:-2 0:-1 0:0 1:-1
W5N/CU-006,13382,-28392,0:0 0:1
W5N/DA-001,12703,-28097,-5:0 -4:-2 -4:-1 -2:-3 -2:-2 -1:-3 -1:-2 -1:0 0:-1 0:0 0:2 1:-1 1:0 1:1 2:0 4:2
W5N/DA-002,12647,-28116,-4:1 -3:1 -3:2 -2:1 -2:2 -2:3 -1:1 0:-1 0:0 0:1 0:2 0:3 1:0 1:1 1:2 2:-1 2:2
W5N/DA-003,12716,-28111,-4:2 -3:2 -3:3 -2:3 -1:0 -1:2 -1:3 0:0
W5N/DA-005,12636,-28121,-1:0 0:0
W5N/DA-009,12642,-28102,-2:-1 0:0
W5N/DA-013,12650,-28100,0:0
W5N/DA-014,12706,-28134,0:0 4:2 5:-1 5:0
W5N/DA-015,12741,-28054,-4:-1 -3:-2 -3:-1 -3:0 -2:-2 -2:-1 -2:0 -1:-2 -1:-1 -1:0 0:-1 0:0 1:-1 1:0 2:-1 2:0 4:1 5:1
W5N/DA-016,12769,-28054,0:0 1:0 4:0
W5N/DA-017,12802,-28064,-4:-2 -4:-1 -4:0 -4:1 -4:2 -3:-3 -3:-2 -3:-1 -3:0 -3:1 -3:2 -3:3 -2:-3 -2:-2 -2:-1 -2:0 -2:1 -2:2 -2:3 -1:-4 -1:-3 -1:-2 -1:-1 -1:0 -1:1 -1:2 -1:3 -1:4 0:-4 0:-3 0:-2 0:-1 0:0 0:1 0:2 0:3 0:4 1:-4 1:-3 1:-2 1:-1 1:0 1:1 1:2 1:3 2:-3 2:-2 2:-1 2:0 2:1 2:2 3:-3 3:-2 3:-1 3:0 3:1 3:2 4:-2 4:-1 4:0 4:1 4:2 5:-1 5:0 5:1
W5N/DA-018,12667,-28143,0:0 1:0
W5N/DA-020,12771,-28063,-1:0 0:0
W5N/EL-001,12684,-27550,-2:0 -2:1 -1:-1 -1:0 0:-3 0:-2 0:-1 0:0 0:1 1:-1
