# lat,lon,effective_radius_m -- worldwide city anchors for
# score_points()'s in-city test (docs/features/places.md). US rows are
# the untouched original app/reference/places.csv (US Census 2024
# Gazetteer places, radius = sqrt(ALAND/pi)). Non-US rows are derived
# from GeoNames cities500 (download.geonames.org), radius estimated from
# population (GeoNames carries no land-area figure) at an assumed
# 1500 people/km^2, clamped to [300m, 25000m] -- see
# scripts/build_global_anchors.py for the derivation and the
# Boise/SLC/Denver sanity check against the real US Census circles.
-34.67566,138.7101,1223
-33.85164,151.18243,823
-34.86091,138.51048,629
-27.61529,152.94385,787
-28.02151,153.36635,1594
-34.93196,138.56429,421
-32.9081,151.73119,634
-32.97486,151.60978,517
-19.24994,146.81477,1084
-27.46923,153.1858,820
-34.91803,138.54704,696
-33.89743,150.93446,2143
-27.38909,152.97126,1113
-32.90701,151.60528,1288
-33.05327,151.57866,474
-28.13577,153.44931,1600
-32.49718,115.75334,1293
-33.9125,151.10279,2280
-35.34844,149.21758,983
-35.73,150.18494,696
-33.88262,150.92408,1523
-33.98667,151.11734,517
-33.92498,150.88951,709
-27.51326,152.97524,784
-27.93768,153.36302,1463
-34.99717,138.53155,1040
-33.68981,150.67887,494
-33.95222,150.89949,1825
-34.91229,138.62924,430
-33.54569,150.91432,418
-33.74127,150.95456,1307
-35.37836,149.3215,546
-33.10637,151.64402,916
-17.90909,122.22921,545
-33.88917,150.85137,1212
-31.86515,115.93661,1374
-33.87896,150.99945,1646
-33.78278,151.28495,833
-37.88978,145.24962,1274
-34.92155,138.62009,529
-27.74811,153.07764,698
-33.84996,151.13846,781
-33.77587,150.75193,1002
-27.98883,153.37647,1589
-33.78283,150.79679,1326
-23.87705,151.24722,727
-27.04027,153.1439,1120
-27.57196,152.84379,487
-33.48692,151.43587,751
-32.35573,149.71171,331
-35.02229,138.63039,818
-33.7061,150.7094,1822
-33.74582,150.82385,1096
-31.43931,152.71543,350
-33.73539,150.85958,826
-27.5662,152.77844,679
-35.75089,150.21144,360
-26.6472,152.94943,533
-32.11913,115.98617,486
-33.35413,151.50024,465
-26.78173,153.11652,835
-33.87782,151.24354,993
-33.89255,151.02075,810
-32.99373,151.72197,699
-27.53278,152.47205,601
-33.63985,150.80248,1158
-34.03747,150.8136,1107
-32.16696,116.00193,789
-12.40041,130.8929,671
-26.78436,153.09218,1454
-27.461,152.9792,1400
-23.10756,150.74508,386
-32.92508,151.61612,1142
-33.49241,151.301,335
-27.483,153.15589,1329
-33.87181,151.22706,1058
-33.74411,150.80644,689
-27.766,152.942,925
-33.90254,151.18579,1291
-34.02982,150.80957,739
-23.09809,150.73856,435
-26.61807,153.07781,678
-35.26255,149.1437,1037
-34.45499,150.81308,929
-33.8674,151.12905,1399
-33.46447,149.07904,330
-33.34771,151.40113,383
-27.61133,152.9132,626
-33.93196,151.21214,1209
-19.29871,146.79824,623
-27.52625,153.06046,1153
-37.90766,145.10847,622
-27.95651,153.33453,573
-26.71981,153.03018,521
-33.7483,150.85411,1043
-27.67151,153.17019,998
-16.93044,145.75296,914
-19.3285,146.81842,990
-16.99454,145.89716,740
-33.90034,151.05563,2274
-33.87461,150.89189,1038
-28.69249,114.6214,442
-34.91768,138.64522,577
-35.0211,138.59567,782
-35.36667,149.25283,374
-34.96154,138.56832,791
-33.82346,150.94607,2234
-33.21914,151.55251,726
-31.01118,150.87398,330
-33.94827,150.95211,857
-34.98852,138.53979,823
-31.71106,115.84321,413
-34.88207,138.68249,1002
-34.543,150.793,457
-34.83549,138.7232,444
-33.94341,150.84528,887
-27.55602,151.93255,1419
-33.93126,150.85412,958
-31.76737,115.96936,2288
-33.90988,151.12867,993
-32.91388,151.74739,621
-33.83237,121.91563,910
-31.74864,115.75053,872
-17.10992,125.48064,403
-31.88168,115.95031,848
-35.38441,149.20248,1400
-27.42553,153.00102,1121
-31.91929,116.10726,758
-34.4916,150.80817,1072
-32.52429,115.76315,1429
-32.08451,115.77946,1550
-12.49036,130.98228,831
-35.37595,149.2328,1318
-24.8931,152.34089,711
-33.43972,151.29453,1157
-27.53221,153.22889,1845
-33.02395,151.59197,542
-33.76797,150.67681,1079
-31.88016,115.84543,1647
-33.93932,151.09928,1621
-23.14435,150.75139,677
-33.60435,150.74299,759
-31.74261,115.80633,738
-34.23195,146.02082,434
-33.8437,151.20752,441
-33.84095,151.08402,689
-32.10158,115.87083,739
-24.86392,113.69549,423
-33.36807,115.6305,787
-33.7609,150.93123,1273
-32.04092,115.94157,1087
-27.55939,152.88278,1067
-31.96755,115.90631,835
-32.26766,115.7993,828
-24.87651,113.65889,406
-41.20316,146.37225,367
-33.76542,150.64806,724
-34.86199,138.67658,897
-33.73716,150.80042,1005
-32.89205,151.70531,570
-35.1917,149.04534,645
-28.79859,114.6253,811
-32.17349,116.02137,636
-33.96983,150.79675,853
-33.85957,151.20406,583
-30.512,151.50696,400
-12.49684,130.99344,804
-31.80645,115.7688,1298
-33.99206,150.89307,1704
-35.45676,149.08498,1258
-31.78117,115.81823,892
-28.7857,114.60192,545
-41.05478,145.88201,699
-42.88585,147.66945,460
-32.04013,115.92888,849
-33.74824,150.89272,1276
-12.37954,130.8732,667
-33.29368,151.4015,880
-12.4485,131.00556,704
-12.48764,131.01169,658
-31.98894,115.90388,1446
-33.84492,151.20307,692
-32.05196,115.80533,1006
-35.21093,149.096,829
-33.93934,150.98148,917
-37.54962,143.85872,765
-33.7928,151.21248,525
-35.3634,149.09863,819
-37.90303,145.34468,658
-28.79196,114.61331,419
-33.78724,150.82956,1093
-25.27922,152.8091,835
-33.64197,151.12865,599
-33.90295,150.90465,1451
-23.88834,151.25379,661
-30.08038,153.19593,345
-33.02663,151.60571,428
-28.59597,153.50606,457
-32.04502,115.78589,1196
-35.31243,150.46351,512
-24.88126,113.65365,470
-27.54628,151.97218,882
-33.86036,150.81007,502
-27.55596,152.92223,906
-33.37638,151.3486,759
-31.86828,116.04066,834
-33.45608,151.43511,672
-28.32205,153.45966,373
-33.77072,150.79502,808
-31.06316,150.9006,874
-17.00389,145.73819,1294
-33.75491,150.78435,909
-32.90031,151.74972,590
-26.50845,152.82124,371
-33.94509,151.22579,430
-33.61558,150.88006,640
-23.35817,150.52042,1207
-34.56229,150.82193,1168
-26.74322,153.11913,675
-33.94653,151.06919,1094
-33.95366,150.99733,1621
-32.83779,151.48151,458
-33.44036,151.34322,626
-34.92654,138.57033,961
-34.50358,150.8795,590
-34.04649,150.81114,743
-33.82613,151.1063,929
-19.24013,146.78923,363
-38.3777,144.85015,773
-33.92458,151.01093,1564
-27.65853,153.07888,531
-33.91713,150.89093,813
-33.73276,150.79104,1142
-34.10414,150.79282,1283
-32.50857,115.73599,537
-34.06976,150.84168,1082
-35.00515,117.90005,850
-33.47564,151.35207,901
-31.87861,115.99661,465
-34.97554,117.84721,370
-23.33933,150.50493,952
-27.40286,153.02969,1391
-31.7206,115.7205,835
-16.89921,145.71554,1078
-33.97756,151.1055,1041
-34.98708,138.53674,1049
-33.40387,151.36254,1451
-24.91347,152.27251,920
-32.96383,151.62618,823
-34.90459,138.65319,546
-33.14091,151.56561,717
-35.03698,138.53796,749
-34.57801,138.75242,769
-27.62329,153.04785,1895
-19.25056,146.69877,1084
-33.9049,151.01996,1949
-33.90748,151.20857,1637
-16.85849,145.74468,470
-33.36999,151.48522,521
-20.28809,148.72938,654
-38.10793,144.33839,1029
-38.09564,144.31968,1009
-27.42832,152.97467,1044
-32.16714,115.86264,1145
-36.77646,144.28024,694
-37.74609,144.76856,1076
-26.77878,153.12887,735
-27.91073,153.37093,1476
-24.88309,152.48266,523
-23.70915,133.86596,944
-23.35327,150.5189,1030
-37.60514,145.48738,452
-37.73636,145.59228,345
-32.05535,152.51043,374
-28.20805,153.39424,629
-12.48765,130.99322,740
-35.12849,147.36264,846
-37.77688,145.21463,888
-35.53129,138.65037,673
-33.90828,150.88982,813
-35.00814,138.5212,799
-33.74562,150.79294,911
-36.78123,144.29562,935
-16.95078,145.73308,941
-36.77265,144.25271,1358
-27.51228,153.03248,1539
-34.9055,138.66212,886
-36.76072,142.19426,513
-27.53781,152.86187,559
-33.66304,115.2842,968
-34.04311,150.77301,1056
-12.47308,130.97208,860
-38.17058,144.3114,1975
-31.9066,116.04222,451
-37.7371,144.8283,821
-36.99298,147.15225,687
-31.03732,150.97073,403
-34.91107,138.6536,559
-37.68778,144.91111,684
-38.34455,144.29518,875
-32.97251,151.65268,1262
-36.77106,144.36311,811
-33.9041,151.13945,1695
-37.63751,145.13486,572
-27.54436,152.9489,1158
-33.9242,151.06737,1464
-31.09052,150.85678,762
-31.12756,150.90711,1146
-16.98608,145.73244,1312
-37.73991,145.09323,1199
-34.88604,138.62714,688
-27.63674,152.88663,1187
-27.08441,152.89003,1112
-19.28814,146.77691,770
-37.84107,144.95198,1131
-19.98043,146.2904,335
-19.26602,146.78224,747
-27.66128,152.89669,671
-26.69565,153.13302,897
-12.37054,130.87728,653
-27.68759,153.08444,1600
-27.61328,152.98547,1004
-32.87232,151.64008,1035
-27.35263,152.90654,377
-34.20115,142.06973,360
-27.52784,152.9619,917
-27.74635,153.03119,770
-27.66334,153.00383,727
-23.34761,150.5445,1354
-27.27149,153.03942,1193
-27.9381,153.23926,407
-27.37227,152.80195,605
-11.05626,142.26118,352
-27.27613,152.94471,769
-24.87606,152.37518,961
-34.89448,138.55931,934
-27.60683,153.09367,1306
-31.78727,115.76989,1101
-27.48901,152.46,347
-19.32968,146.71663,1107
-23.36887,150.54917,940
-27.45389,152.40577,341
-27.64385,153.10725,1118
-27.38266,152.99194,1228
-26.38482,152.93213,530
-26.57767,153.01884,559
-27.67342,153.09732,1719
-35.41187,149.10903,793
-27.66401,153.14465,824
-26.69573,153.12353,732
-16.93489,145.73137,1227
-16.91721,145.7492,1094
-33.88137,151.18,1026
-37.7386,145.31431,1426
-27.53436,153.0246,1467
-27.8994,153.0715,568
-37.65675,144.9346,822
-23.88359,151.23563,1029
-32.0086,115.88114,663
-33.90879,150.98852,1383
-35.2098,149.01101,1192
-26.54094,152.9752,472
-27.56128,152.2325,412
-37.0236,147.24124,488
-20.70533,139.48988,643
-33.19661,137.99399,885
-37.76379,145.0638,899
-28.81938,114.63464,926
-27.12709,152.80529,437
-25.26583,152.55212,398
-27.93994,153.31436,1877
-34.852,138.52158,828
-26.83354,153.10013,1148
-27.53833,152.90741,354
-25.71543,152.90955,334
-26.75946,152.78791,342
-28.07071,153.39329,2216
-27.91386,153.39775,1380
-27.59756,153.07699,1750
-21.06447,149.1646,978
-38.13636,145.29684,468
-16.88932,145.61339,422
-26.41646,153.10305,848
-20.71026,139.50824,678
-23.53014,147.79679,638
-25.55196,152.6659,1071
-27.4736,153.12704,1307
-33.25125,151.47627,1151
-33.95151,151.22784,1072
-26.4821,152.99865,403
-34.3066,142.12587,424
-17.13676,145.41721,343
-34.87448,138.62881,540
-26.72273,153.12688,875
-27.31222,152.94981,1542
-23.91233,151.13016,328
-36.75389,144.20789,1018
-26.21729,152.43084,404
-27.68215,152.67407,519
-27.54312,151.91684,1118
-27.60554,152.75307,521
-34.95092,138.5923,786
-32.1943,115.8763,767
-28.03915,153.19157,418
-37.65117,144.91855,1778
-23.14427,150.76113,462
-37.85116,144.96201,925
-23.87516,151.25752,510
-35.37203,149.08773,675
-26.75648,153.12805,1114
-19.20097,146.58875,390
-34.02191,150.80082,758
-27.61279,153.03239,1330
-35.08653,138.61692,383
-38.15391,144.33507,1444
-34.03878,150.7111,382
-33.75005,150.93542,1404
-34.91483,138.51324,1134
-35.04861,138.58285,1429
-34.91026,138.54322,1006
-34.76565,138.71383,1364
-34.79545,138.66937,871
-35.15452,138.51417,921
-34.623,138.681,377
-16.89508,145.73335,942
-34.91224,138.52693,838
-34.92588,138.52803,1085
-34.91128,138.63671,558
-35.5358,138.63121,635
-27.84499,153.2631,665
-31.86744,115.83919,1134
-34.75705,138.60819,1873
-33.90073,150.95078,733
-20.70374,139.49913,489
-35.15071,147.33707,418
-33.77418,150.63567,441
-35.07928,138.52738,1175
-32.47986,137.83804,745
-34.96628,138.64222,447
-34.87299,138.49458,1091
-28.06407,153.32589,929
-34.97165,138.59525,727
-36.76572,144.31548,1086
-32.32889,115.83047,2828
-32.24369,115.84572,1137
-32.14179,115.88671,651
-19.20504,146.51338,453
-34.97305,117.93446,767
-32.02481,115.95989,1252
-32.09764,115.81921,1104
-30.79029,121.45492,393
-17.96098,122.21269,1345
-12.48602,130.97539,777
-31.96281,115.94428,1297
-32.11292,116.00205,961
-33.34878,115.6493,1030
-27.6434,153.02975,1507
-34.9139,138.6164,352
-31.8523,115.78258,1160
-32.12133,115.84776,507
-31.84103,115.83978,1357
-31.92142,115.79322,842
-34.99269,117.92074,361
-32.08124,115.80606,1051
-32.295,115.78,1190
-33.93539,150.89673,1403
-33.40844,115.61506,1359
-28.776,114.682,416
-31.88822,115.87186,2265
-31.83291,115.7759,1842
-17.95395,122.22792,779
-31.76547,115.78223,963
-31.98277,116.00673,1672
-32.58244,115.66199,1022
-32.1552,115.93417,470
-31.75441,116.18746,750
-32.16853,115.8504,1007
-33.99297,114.99647,348
-32.54315,115.69665,1753
-30.71909,121.4548,728
-31.91742,116.01181,429
-32.28327,115.76364,617
-31.94444,116.0034,1595
-31.81036,115.80077,1674
-37.72515,145.09352,940
-32.06561,115.81483,1346
-31.87233,115.77684,1385
-27.51267,152.29537,427
-32.46951,115.75264,746
-31.97886,115.95159,1197
-31.88156,115.93893,618
-32.00199,116.04821,1314
-32.07549,116.04536,568
-20.74168,116.81731,617
-33.81491,151.07208,575
-31.88775,115.9099,2187
-31.92,115.83509,1249
-35.02448,117.8933,374
-35.02216,117.87137,470
-32.1378,116.02473,808
-32.06987,115.83757,967
-31.75871,115.73601,1277
-20.7383,116.83278,658
-32.06996,115.7977,630
-32.37342,115.7515,1676
-28.78665,114.63059,620
-32.40589,115.75852,1566
-32.02384,115.86582,771
-18.98204,125.00873,512
-32.14281,115.84999,1450
-28.71907,114.62297,557
-31.89808,115.83495,1208
-24.88266,152.35886,788
-32.06003,115.955,2241
-23.68005,133.86877,801
-23.36878,150.49381,903
-32.31606,115.7546,1596
-32.59946,115.64488,845
-31.84764,115.97992,435
-32.05216,115.82972,1110
-32.98329,151.67012,857
-32.12065,115.81623,1246
-31.90113,115.85319,1642
-42.88995,147.33324,674
-41.45977,147.08407,507
-42.80912,147.2448,649
-33.46775,150.16894,357
-35.13684,147.35304,909
-33.73074,150.63532,794
-42.83506,147.29493,378
-41.35147,147.00524,449
-42.75066,147.26483,489
-42.91404,147.30705,339
-42.72614,147.28023,326
-25.54486,152.73346,752
-41.47041,147.16196,872
-42.87146,147.27514,1117
-34.8597,138.58559,1069
-42.92073,147.32069,718
-41.38083,147.15738,479
-42.8707,147.357,397
-12.39602,130.85186,803
-41.15673,146.53178,604
-12.57948,131.0593,428
-34.87914,138.5529,588
-15.22545,134.07981,374
-12.575,131.103,971
-12.38895,130.87281,616
-23.72322,133.91302,356
-12.39288,130.90395,798
-12.39186,130.86252,730
-35.3406,149.07396,800
-35.16701,149.0947,1096
-34.88902,138.64696,692
-35.30489,149.14121,639
-35.43326,149.07822,892
-35.27078,149.13569,1151
-35.35621,149.03742,739
-35.45926,149.10422,1027
-21.9471,148.3005,643
-35.20019,149.03412,790
-35.19447,149.1194,1073
-35.32464,149.07763,1046
-35.31927,149.10308,790
-35.19402,149.01984,1223
-35.22588,149.05,998
-35.21191,149.06891,1049
-35.41829,149.06658,651
-31.8075,115.86599,1808
-35.18674,149.13619,1137
-35.19906,149.15631,1266
-35.24948,149.16352,783
-35.23242,149.0272,793
-35.36862,149.11555,693
-35.42829,149.08795,959
-35.21752,149.07704,753
-35.18733,149.09648,1211
-35.21016,149.05405,806
-35.1728,149.11147,1525
-35.42787,149.11377,792
-35.34709,149.0379,812
-35.35155,149.15923,369
-35.39783,149.09086,1249
-35.35297,149.06214,733
-33.89794,151.23364,699
-33.73013,150.82219,951
-34.57164,150.83804,835
-34.0621,150.80144,782
-34.0854,150.81541,1361
-27.60495,151.94098,1343
-30.15737,153.09578,336
-33.84721,151.11638,637
-33.97107,151.12136,1502
-24.87822,152.30794,1025
-23.87518,151.21793,1108
-34.85784,138.62908,1143
-33.51983,150.88631,455
-21.09121,149.16544,1057
-33.91878,150.86314,1543
-23.90327,151.23545,686
-34.00262,151.09585,343
-35.77587,150.228,357
-33.81668,151.08861,963
-27.7599,153.19219,398
-33.39687,149.55105,670
-33.79595,151.02712,1090
-32.05625,115.86242,1272
-33.80154,150.91358,1001
-33.92893,151.05111,2069
-33.89946,151.24724,801
-33.82465,151.16243,845
-33.01504,151.6429,1072
-27.29246,152.96783,1464
-20.07453,146.2817,521
-38.50225,143.25007,340
-35.14677,149.0128,385
-34.04589,150.82146,761
-27.67664,153.04165,1524
-35.00567,117.85875,519
-32.05705,152.53574,327
-33.72687,150.80529,854
-34.78254,138.61077,1892
-37.81609,144.8415,623
-27.63461,152.92091,1243
-37.69047,144.74172,1918
-38.41399,144.84992,331
-27.58947,152.98577,1255
-27.47679,153.0367,1335
-19.38932,146.71912,1478
-24.91711,152.31822,357
-27.62279,152.73373,909
-31.93845,115.94645,1020
-17.65318,145.41401,505
-26.80166,153.14261,832
-27.39385,153.04698,1418
-27.45324,152.33203,354
-27.45247,153.00208,1069
-26.85057,152.63766,346
-20.02625,146.18101,337
-26.67994,152.9109,335
-19.29035,146.75355,919
-26.17233,152.68954,338
-34.92737,138.51368,748
-32.08318,115.96614,1345
-31.91686,115.91776,1738
-33.2324,115.86282,480
-17.15469,145.7372,439
-28.73525,114.67238,418
-27.53446,152.93843,1050
-32.03468,115.89856,1085
-32.02957,115.88664,969
-32.01574,115.88662,693
-34.96382,117.2692,380
-33.87427,150.90976,1003
-32.00672,116.00046,1120
-42.86267,147.39819,695
-23.69601,133.854,774
-41.06324,145.89437,461
-41.1955,146.35322,615
-42.82895,147.24735,667
-41.40243,147.15059,888
-41.4592,147.18077,872
-31.75492,116.00238,1005
-26.24987,152.77374,336
-41.43602,147.18588,559
-41.41593,147.1825,874
-14.45551,132.17482,595
-35.31525,149.14658,954
-14.43143,132.3879,366
-35.24405,149.09083,1249
-12.55391,130.9223,359
-35.41249,149.12825,1035
-35.36126,149.05704,781
-35.20593,149.04389,831
-35.19946,149.14329,1158
-35.32533,149.13714,1015
-35.33439,149.04614,734
-35.21652,149.03144,871
-35.41577,149.09063,1061
-28.1393,153.35297,971
-35.19873,149.06438,729
-16.87321,145.7013,467
-21.17394,149.14797,820
-26.74597,153.05989,426
-27.56818,151.8934,1151
-33.88295,150.90182,1140
-19.31138,146.63877,464
-35.16687,147.33058,597
-33.79728,150.7847,2053
-34.81589,138.60809,1675
-27.56555,152.93337,351
-35.23462,149.039,778
-33.70228,150.91086,1572
-35.14521,147.35162,840
-35.16959,149.12802,1093
-34.85161,138.67232,827
-35.25817,149.0804,700
-34.91801,138.68689,357
-33.95443,150.94447,1373
-19.28341,146.76463,700
-33.72534,150.79259,723
-27.71631,153.17045,705
-27.52201,152.98222,979
-27.42251,153.01527,945
-27.44776,153.13174,704
-32.98595,151.60657,491
-27.3694,152.94331,630
-27.41775,153.07025,990
-26.63255,152.94063,708
-27.60709,151.96688,1213
-35.20282,149.10736,968
-19.30323,146.72531,2113
-34.98533,117.8301,844
-26.69164,153.02501,440
-34.83994,138.66072,1129
-31.77466,115.7627,905
-32.00004,115.9098,1010
-31.93862,115.79211,1278
-37.78671,144.85484,1408
-12.35912,130.88852,690
-34.73588,138.68723,984
-26.76925,153.12237,1180
-31.86368,116.05039,848
-12.51046,130.9878,937
-31.93971,115.87015,683
-37.75931,144.78781,1431
-36.72887,144.26089,952
-35.36222,149.08338,728
-35.34969,149.0493,670
-37.69825,145.05967,2441
-37.50693,143.77981,421
-35.24707,149.03666,793
-16.92598,145.76643,870
-34.95915,138.61254,731
-26.60674,152.89097,430
-32.04039,115.80116,1088
-36.05021,146.91058,821
-34.94234,138.62176,415
-32.142,115.798,957
-23.70399,133.90043,668
-34.73339,138.60247,1151
-35.33582,149.05929,859
-34.96177,138.6218,583
-38.06934,145.14327,1286
-35.41994,149.13481,757
-27.55145,153.0325,1147
-27.54239,151.88789,432
-34.89512,138.54633,560
-31.83974,115.80855,883
-31.3338,115.59595,361
-35.01527,117.88051,404
-31.91663,115.8798,1083
-42.87471,147.32813,351
-27.33348,152.81872,393
-26.70278,153.10133,1533
-35.40952,149.0786,590
-12.38345,130.89543,715
-19.30553,146.75286,1112
-33.30617,115.735,698
-31.84158,115.75692,688
-34.99601,117.85925,656
-30.76979,121.45438,969
-32.48988,115.74467,448
-23.16076,150.76079,662
-35.33459,149.03188,806
-32.10658,115.95896,1651
-34.89967,138.62655,491
-34.85655,138.55186,937
-34.97819,138.63249,332
-34.80425,138.49593,803
-35.3357,149.14924,1144
-35.35253,149.1128,452
-31.6321,152.7582,489
-34.98328,138.57541,678
-38.10505,145.2163,1310
-33.75637,150.88071,1167
-19.26687,146.79365,915
-34.90498,138.62255,814
-32.24143,115.8698,605
-32.55221,115.731,1128
-31.85963,115.86587,1310
-35.33269,149.09491,784
-35.09991,150.65048,354
-31.78268,152.53474,347
-17.86885,146.10392,519
-32.10261,115.84422,300
-33.69993,150.9411,1378
-32.88885,151.71493,639
-34.90733,138.59141,1286
-31.97619,115.90525,1342
-33.846,151.21192,679
-35.31499,149.12859,623
-33.02788,137.56196,731
-33.02903,137.53922,1198
-33.02493,137.52471,1184
-33.02205,137.51269,627
-37.51675,143.71382,372
-35.27826,138.45802,1482
-38.13502,145.23958,585
-31.20169,121.6306,609
-32.6934,151.3438,437
-36.9417,149.90343,375
-33.58117,150.71942,1021
-37.77499,145.49728,409
-33.65857,150.81079,500
-33.14585,151.50783,478
-38.16053,146.36449,563
-33.89275,151.24723,1431
-33.05383,151.59481,452
-27.32112,153.00857,1171
-32.90275,151.69072,811
-37.73643,145.74292,425
-36.86535,147.27782,835
-42.81242,147.35654,780
-36.84364,144.15844,449
-23.18755,150.78933,477
-19.18157,146.5582,487
-32.14579,133.64851,336
-34.27181,146.14055,341
-35.25736,150.51909,327
-35.00555,150.69582,405
-34.63341,150.85456,1015
-33.07167,151.65533,622
-32.5824,115.8315,669
-33.61939,150.67481,422
-30.98125,152.82507,366
-28.25862,153.50261,333
-38.15568,144.37202,893
-33.74954,151.0648,1404
-37.8619,144.74371,1184
-31.38663,116.09664,495
-20.74558,116.7954,993
-33.79563,151.20067,935
-33.79844,151.20518,614
-33.80543,151.16638,1552
-26.77351,153.06187,885
-34.8205,138.49241,869
-35.13876,138.47232,1071
-14.23834,129.52177,639
-28.82272,152.10305,300
-35.17276,138.4879,896
-35.19296,138.48172,1128
-24.93202,152.1679,474
-30.34662,153.0732,1037
-34.93872,138.5521,457
-34.93039,138.62825,535
-27.43154,153.058,1107
-27.56583,153.05738,1025
-32.81029,151.34829,389
-27.30521,152.88304,387
-27.55888,153.0623,500
-27.38383,153.01586,1164
-27.40732,152.9884,1363
-27.41899,153.02547,932
-27.41044,153.01105,1167
-27.39354,153.0105,1193
-27.43218,153.01904,899
-27.56714,153.01449,331
-27.55584,153.14701,463
-27.56463,153.04067,1090
-27.62563,152.96883,2189
-27.50815,153.04951,1397
-27.54351,153.12057,662
-27.53929,153.09895,1350
-27.5405,153.08221,1573
-27.59616,152.95321,867
-27.5507,152.95896,755
-27.61025,153.05388,1946
-27.56128,153.08453,1393
-27.53097,153.00935,634
-27.51571,153.01642,1162
-27.45341,153.0668,896
-27.49354,153.07629,1523
-27.51398,153.14907,547
-27.49188,153.15315,665
-27.47382,153.16641,1577
-27.21979,153.38837,353
-27.46165,153.07511,1469
-27.48341,153.07474,675
-27.45824,153.15319,1597
-27.5042,152.93183,709
-27.52283,152.88651,810
-27.55928,152.91106,919
-27.60839,152.74678,442
-27.60637,152.77232,709
-27.61251,152.74577,536
-27.65365,152.91716,1193
-27.59278,152.76798,563
-27.71736,152.81639,387
-27.86176,153.19988,415
-27.88923,153.02891,764
-27.72414,153.09002,856
-27.76759,153.01646,566
-27.72707,153.0332,606
-27.59521,153.12332,1788
-27.79245,153.01603,532
-27.69056,153.13319,1160
-27.80864,153.11163,875
-27.64867,153.38124,763
-27.48777,153.19821,887
-27.39808,152.95797,1190
-27.09389,152.94874,1058
-27.3392,152.9599,1287
-27.39594,152.93737,1348
-27.00021,152.79553,472
-27.3727,152.86699,800
-27.39333,152.85536,407
-37.78825,144.93001,1281
-37.82534,144.95224,345
-37.77977,145.01764,1170
-37.74313,145.05695,1129
-37.69981,145.08468,887
-37.67427,144.85182,389
-37.67604,144.88701,1107
-37.74225,144.90546,796
-37.75489,144.88338,548
-37.73261,144.86504,1789
-37.72867,144.96134,1267
-37.70823,144.89079,764
-37.70728,144.9416,1089
-37.71842,144.91945,1141
-37.73973,144.94615,1452
-37.72924,145.21574,781
-37.82558,145.28219,1355
-37.77436,145.26612,1013
-37.81553,145.27809,1005
-37.82033,145.31599,789
-37.77301,145.25054,999
-37.85747,145.1827,1593
-38.11531,145.29814,2288
-38.07758,145.29871,2289
-38.0965,145.26707,2059
-38.04369,145.2923,2561
-38.21222,145.3153,372
-37.9581,145.27273,447
-38.22392,145.30887,329
-37.96649,145.2081,2188
-37.94978,145.19257,1253
-38.03842,145.1869,404
-38.12352,145.14836,1105
-38.16604,145.13643,1997
-38.081,145.20767,1013
-38.18947,145.1935,503
-38.36444,144.87748,1020
-37.72337,144.80839,1448
-37.69997,144.80332,603
-37.72025,144.85422,751
-37.76987,144.82787,1599
-37.79117,144.81637,1984
-37.88413,144.78367,1980
-37.85515,144.88259,575
-37.80819,144.87911,907
-37.80607,144.8907,1035
-37.79746,144.87727,1578
-37.72691,144.75225,1128
-37.70988,144.75483,1809
-37.76552,144.75105,495
-37.80043,144.57458,736
-33.76655,151.24981,1205
-33.8571,151.19282,631
-33.94601,151.14304,842
-33.93344,151.13668,698
-33.90354,151.08467,1156
-33.87197,151.03386,1380
-33.61211,151.13754,1047
-33.97707,151.13437,718
-33.93848,151.11385,930
-33.64781,151.31212,852
-33.73792,150.81812,850
-33.89079,151.27852,1578
-33.88939,151.10397,458
-33.89303,150.9119,1231
-33.74784,150.72208,1188
-34.08312,150.69491,972
-34.05662,151.12149,1597
-33.93846,150.84881,659
-33.78655,151.20925,729
-33.79402,151.16492,559
-33.6451,151.28367,453
-33.88382,150.96153,869
-33.87433,150.84177,406
-33.92616,151.10406,598
-33.72769,150.84743,640
-33.72884,151.29075,1000
-33.84809,151.08609,1163
-33.79259,150.97627,914
-33.84008,151.22698,712
-33.89103,151.19548,742
-33.98307,150.84606,648
-33.79835,151.09051,899
-33.80049,151.07617,443
-33.99341,151.14474,586
-33.78826,151.05261,1068
-33.76664,151.18685,877
-33.81031,151.13153,717
-33.95695,150.86134,691
-33.73453,150.64874,831
-33.81483,151.05467,1496
-33.86938,150.97129,1055
-33.86445,150.93884,1263
-33.79575,151.27346,1099
-34.086,150.78512,978
-34.03672,151.15916,408
-34.02673,150.7707,1027
-33.84939,150.96475,1023
-33.82285,151.00781,1103
-33.73349,150.83542,979
-33.86269,151.06696,1345
-33.6713,151.09428,1147
-33.84322,150.84889,621
-33.9677,151.10149,2512
-33.68462,151.26354,445
-33.70156,150.9179,1485
-33.88059,150.78761,691
-33.76604,151.16213,1489
-33.77451,151.22028,969
-33.76651,150.7144,1583
-34.89174,138.57729,596
-33.97951,151.12119,657
-34.89445,138.5782,854
-33.84235,151.22256,559
-33.98787,151.09939,462
-33.81613,151.15145,745
-33.89719,151.14883,813
-33.98454,150.87027,537
-33.77784,151.10574,1675
-33.82032,150.99433,404
-33.83269,150.96906,1178
-33.64006,151.01721,458
-33.91704,150.84186,1049
-33.92089,150.88469,830
-33.9175,151.04828,502
-34.04974,150.74392,1233
