# lat,lon,effective_radius_m -- worldwide city anchors for
# score_points()'s in-city test (docs/features/places.md). US rows are
# the untouched original app/reference/places.csv (US Census 2024
# Gazetteer places, radius = sqrt(ALAND/pi)). Non-US rows are derived
# from GeoNames cities500 (download.geonames.org), radius estimated from
# population (GeoNames carries no land-area figure) at an assumed
# 1500 people/km^2, clamped to [300m, 25000m] -- see
# scripts/build_global_anchors.py for the derivation and the
# Boise/SLC/Denver sanity check against the real US Census circles.
23.81167,-104.02444,516
25.655,-107.95778,516
18.46778,-95.23806,516
17.535,-98.34833,516
19.70667,-100.53528,516
18.15167,-92.89881,516
22.30083,-102.03861,516
17.62222,-99.22778,516
30.96889,-116.15861,516
19.42,-100.09972,515
19.28333,-99.80917,515
17.34139,-91.87639,515
20.65278,-101.39306,515
21.74472,-101.82611,515
17.90028,-93.02917,515
20.44389,-100.77194,515
18.89472,-100.94667,515
16.97306,-98.25167,515
21.4425,-98.94917,515
16.13667,-91.32194,515
20.16583,-99.91444,515
19.82773,-99.12435,515
20.17694,-96.89583,514
16.91583,-92.50389,514
16.73972,-92.30917,514
20.23167,-98.25528,514
20.23861,-97.68194,514
18.26417,-93.20306,514
16.60667,-93.56194,514
18.92083,-96.92583,514
19.39139,-99.65806,513
20.905,-97.62944,513
18.97222,-99.59194,513
19.75635,-97.32161,513
18.63222,-91.00278,513
17.51556,-99.1525,513
20.645,-100.42083,513
20.99083,-101.48556,512
18.4913,-97.12901,512
20.16944,-100.19111,512
21.36806,-98.71917,512
18.91972,-96.96361,512
17.43944,-98.72167,512
19.69167,-99.10722,512
18.92639,-99.02972,512
22.32972,-102.03583,512
19.03639,-97.81194,512
19.93917,-98.76556,512
15.66917,-92.23861,511
20.46167,-101.4825,511
17.585,-99.95444,511
17.73972,-99.24583,511
18.21611,-96.33667,511
17.22556,-92.52667,511
16.91556,-92.47278,510
17.52667,-98.65556,510
19.04972,-97.04111,510
25.89139,-109.04222,510
17.05472,-98.80972,510
25.59806,-108.44944,510
20.78528,-103.46139,510
19.72269,-99.96259,510
17.29,-92.93806,509
17.03833,-99.20056,509
17.28944,-92.62833,509
20.23083,-101.43361,509
20.6375,-100.33306,509
18.32917,-93.18528,509
22.16278,-102.09472,509
32.54194,-116.63611,509
16.73167,-98.33667,509
19.2025,-99.58083,509
19.68722,-99.17222,509
18.99528,-97.83194,509
21.11528,-101.55111,508
14.85718,-92.25821,508
20.91889,-98.32556,508
19.8825,-100.13972,508
19.75528,-98.08194,508
16.98861,-95.01278,508
20.51444,-100.6725,508
25.81833,-100.4025,508
25.82194,-103.19472,508
20.52833,-100.87944,508
20.56667,-103.21889,508
19.84301,-97.59556,508
19.58441,-99.98905,507
17.88,-92.72306,507
21.46611,-101.82722,507
21.02194,-100.3925,506
16.99667,-92.29667,506
21.28194,-100.53722,506
19.73444,-98.79111,506
20.74556,-100.96361,506
20.2875,-100.87722,506
25.11,-107.90111,506
18.18667,-93.22944,506
19.49639,-99.29083,505
24.90917,-107.45194,505
19.38583,-99.68722,505
20.63222,-100.47694,505
16.71694,-92.82667,505
25.79889,-103.37361,505
20.03722,-99.64167,505
26.08025,-106.77969,505
20.64,-101.40139,505
17.10778,-93.06694,504
17.24611,-91.93306,504
17.37806,-98.84667,504
19.55694,-97.77194,504
18.29333,-95.22111,504
18.44461,-92.88411,503
19.32944,-98.24528,503
19.14444,-98.78667,503
19.08306,-96.09778,503
19.49917,-100.355,503
17.58306,-95.77722,503
17.1125,-96.77722,503
27.46801,-113.29987,503
18.94306,-97.2875,503
18.92444,-97.73,503
20.54222,-97.41111,503
17.09028,-92.37028,502
17.09889,-92.7875,502
20.95028,-101.29972,502
32.54667,-116.61722,502
21.06306,-101.67417,502
16.83806,-92.47528,502
19.14306,-97.40056,502
27.54861,-105.40361,501
17.53667,-98.59944,501
18.40056,-97.04694,501
18.46944,-97.14,501
15.89861,-92.05917,501
19.77333,-101.1775,501
16.38893,-95.20203,501
23.32278,-103.01444,501
18.12694,-93.19056,500
20.06639,-98.63861,500
16.6775,-93.24944,500
19.71306,-99.24972,500
16.67611,-92.48917,500
18.34667,-95.23389,500
20.01055,-97.63448,499
30.62167,-115.96583,499
19.25472,-99.47917,499
18.07639,-96.54417,499
21.37667,-98.87944,499
32.46278,-117.105,499
16.79972,-92.71194,499
17.32583,-91.92639,499
21.59639,-101.00389,499
19.51083,-101.44917,499
18.91967,-98.17632,499
16.89278,-99.54389,498
27.34028,-110.09361,498
19.67167,-99.35722,498
18.36889,-95.28222,498
20.49806,-100.87806,498
20.97944,-101.41639,498
18.77806,-102.18778,498
20.875,-97.46,497
19.78583,-101.10139,497
18.94028,-99.01444,497
16.68833,-94.90583,497
17.02861,-96.7775,497
22.32306,-101.17639,497
18.41028,-93.22167,497
18.43472,-95.16583,497
17.60056,-101.4175,496
20.00295,-97.85408,496
18.57611,-98.52722,496
19.96333,-99.58806,496
19.27639,-100.44139,496
18.16218,-93.39539,496
22.46056,-98.00833,496
17.025,-92.83417,496
21.1125,-101.58083,496
20.15694,-101.33556,496
20.75056,-100.23556,496
16.72306,-91.96778,495
17.38694,-92.86583,495
19.24167,-97.20111,495
18.16111,-93.1375,495
20.19222,-97.52917,495
19.80083,-100.91556,495
22.16333,-101.07,495
20.27639,-99.15222,494
20.01833,-102.73694,494
17.38722,-91.95861,494
17.36806,-92.06083,494
17.19788,-92.38107,494
21.78167,-102.4675,494
20.03361,-98.33778,494
19.61556,-100.32389,494
18.92389,-96.97528,494
20.60806,-97.50139,494
20.06111,-97.68861,494
18.1375,-93.27583,494
20.08028,-98.73278,493
21.40167,-101.8375,493
29.36389,-110.95167,493
19.26333,-99.44722,493
19.78417,-101.21472,493
32.46583,-117.03694,493
20.45028,-99.19083,493
18.93139,-97.125,493
20.96194,-100.78028,493
19.24083,-99.47194,493
19.52111,-100.48333,493
19.84472,-97.36389,493
16.89,-92.53139,492
18.75028,-97.24167,492
17.60778,-93.23306,492
21.03722,-101.82472,492
19.44956,-99.34435,492
18.09361,-93.16611,492
21.12528,-101.93,491
19.20966,-100.11917,491
17.39167,-92.10444,491
17.23583,-92.87389,491
17.74139,-98.56667,491
20.45778,-99.21028,491
15.98167,-96.45889,491
22.10528,-103.25417,491
18.08666,-96.51619,490
18.33111,-95.24167,490
19.89111,-99.23806,490
20.04583,-97.49083,490
22.22361,-101.0625,490
19.77972,-101.11694,490
20.86917,-87.60306,490
19.0675,-100.07528,489
18.80333,-97.39417,489
22.84,-102.61278,489
19.66056,-101.16556,489
18.76778,-99.6925,489
18.82167,-96.81806,489
16.84361,-93.19278,489
17.38417,-92.57389,489
20.37306,-101.1125,489
19.76806,-100.20361,489
17.29449,-98.96741,489
18.28003,-93.32081,489
14.85778,-92.26389,488
20.3675,-101.99806,488
19.37222,-98.6225,488
22.2375,-101.04222,488
19.02861,-96.78361,488
17.52849,-99.24398,488
18.15417,-96.575,488
17.98173,-92.78229,488
16.86333,-92.68222,488
19.97528,-99.95472,488
19.55889,-99.67833,488
22.37806,-102.0575,488
19.71889,-100.64639,488
18.93056,-98.95889,488
20.12862,-97.65343,488
15.34194,-92.7475,487
17.15444,-93.43333,487
16.865,-99.28944,487
20.25026,-99.96731,487
25.63778,-100.15833,487
19.82722,-97.55417,487
21.17056,-100.93556,487
21.04472,-101.67611,487
18.18889,-96.58639,487
18.62028,-98.55028,487
20.26806,-103.66472,487
19.33333,-99.67694,487
19.59083,-98.61528,487
20.685,-99.95611,487
19.50444,-96.86444,487
20.96944,-97.52806,487
17.76611,-96.31611,486
20.45611,-101.00778,486
20.96028,-101.29806,486
19.42611,-100.10639,486
16.94278,-92.47972,486
20.59472,-102.52972,486
18.42528,-93.15083,486
16.90056,-92.47222,486
21.49111,-98.94,485
23.00944,-106.1525,485
16.65472,-92.445,485
20.58444,-101.115,485
18.10611,-96.81083,485
17.03167,-93.02694,485
16.77972,-92.72028,485
18.82726,-99.69304,485
18.82222,-98.55056,485
20.025,-97.48722,485
16.25778,-92.32222,484
19.75222,-101.19139,484
18.19639,-93.10222,484
17.44944,-98.6775,484
20.46111,-99.345,484
18.67583,-98.95806,484
18.84028,-96.79361,484
17.07556,-92.52417,484
17.25972,-92.48167,484
20.06444,-99.30167,484
20.52222,-103.33333,484
19.77139,-99.90917,484
19.2775,-99.495,484
19.9225,-100.27639,484
16.99111,-91.96028,483
21.20528,-98.86361,483
18.96611,-97.85833,483
22.88722,-103.48528,483
18.68333,-95.97111,483
25.88278,-109.07361,483
18.03335,-92.91693,482
16.73972,-98.21722,482
19.88389,-97.42333,482
21.345,-98.83722,482
17.971,-92.76173,482
19.875,-100.93583,482
20.11417,-97.01444,482
19.18986,-98.85371,482
19.22056,-99.47056,481
19.3525,-96.33833,481
19.17139,-99.42222,481
19.77333,-101.18944,481
19.59389,-96.92417,481
21.44417,-104.81222,481
16.73583,-92.71694,481
19.26111,-97.21472,481
17.26611,-92.38167,480
20.52361,-100.89667,480
18.91444,-97.71722,480
32.48306,-116.80167,480
19.65194,-103.5,480
17.04944,-99.77056,480
20.94417,-101.80083,480
19.38,-99.64889,480
19.37452,-99.80049,479
16.84167,-99.74889,479
20.46917,-103.42194,479
17.98722,-95.91056,479
19.10444,-97.60556,479
19.26861,-98.22306,479
18.9775,-97.14306,479
17.24639,-92.55694,479
19.5425,-98.89417,479
20.05806,-98.75833,479
18.94056,-99.59694,479
25.85639,-108.62944,479
19.28194,-99.75472,479
20.24333,-97.95667,479
19.83972,-97.30667,479
30.96056,-116.16444,478
15.59333,-92.26806,478
17.3469,-99.00409,478
18.73389,-97.14417,478
16.88806,-99.81583,478
19.01306,-99.39667,478
18.45278,-96.81611,478
20.06639,-97.9075,478
18.94417,-96.96583,478
18.19953,-93.29235,478
19.87056,-99.79167,478
20.21528,-99.00222,477
19.24126,-97.81068,477
20.89194,-87.46611,477
16.92083,-92.10861,477
21.06056,-101.44944,477
16.92167,-99.15639,477
20.24722,-99.42111,477
18.22972,-96.27806,477
18.40528,-97.26833,477
25.87139,-103.35667,477
20.06361,-98.76333,477
18.89947,-100.13659,477
21.9725,-102.31139,477
19.7625,-97.56444,477
20.16278,-99.87278,477
17.04528,-97.57028,477
20.35472,-101.5275,476
21.11667,-100.86806,476
18.95389,-99.1925,476
17.80528,-96.60639,476
19.97778,-88.2625,476
19.19444,-97.16056,476
18.81,-97.76417,476
19.88472,-99.23028,476
18.24528,-96.30556,476
19.92778,-97.69389,476
22.08111,-102.26778,475
20.56333,-100.78361,475
17.63583,-101.4375,475
20.20722,-97.63889,475
32.62444,-115.06222,475
19.56722,-99.59389,475
19.77111,-101.14083,475
19.45278,-97.19361,475
19.82309,-97.33496,475
16.40417,-91.99944,475
20.27,-99.02556,475
19.40556,-99.31222,475
19.43583,-99.30583,475
21.63861,-98.87083,475
17.69861,-95.80833,475
21.32444,-98.72861,474
20.20722,-98.8725,474
20.45222,-102.67639,474
18.39287,-92.79119,474
19.04,-99.58472,474
19.02556,-97.80417,474
20.47556,-101.34944,474
18.72861,-97.14111,474
17.90639,-93.1175,473
20.55833,-103.1125,473
18.7475,-98.85222,473
19.06778,-97.39194,473
14.7175,-92.32861,473
15.86583,-92.94556,473
19.20778,-102.86194,473
21.57083,-101.26389,473
18.75583,-96.945,473
31.91139,-116.26056,472
18.86444,-98.94806,472
18.33157,-93.33508,472
16.82917,-99.74083,472
16.98472,-100.12694,472
19.68056,-99.17222,472
21.935,-102.02194,472
20.36444,-101.20833,472
27.07722,-109.5275,472
17.65639,-91.53667,472
16.86389,-92.82361,471
15.11424,-92.35261,471
25.93639,-103.42083,471
18.57417,-99.37,471
15.8725,-96.62361,471
19.82667,-97.38028,471
21.2375,-98.86806,471
20.08528,-101.19833,471
19.56361,-98.87639,471
19.52611,-101.6525,470
18.11972,-96.83917,470
18.0675,-94.98611,470
20.84028,-97.60139,470
22.29611,-102.06333,470
18.83806,-96.93944,470
19.54944,-100.35583,470
17.90611,-97.89528,470
19.77778,-97.59028,470
19.43583,-99.3225,470
19.67583,-100.55361,469
20.26236,-99.10085,469
17.3325,-92.38083,469
17.60972,-99.21194,469
20.79667,-100.41694,469
19.22917,-98.31417,469
21.00972,-101.83472,468
20.00583,-99.25694,468
19.56972,-100.28694,468
16.86306,-92.54917,468
17.07,-96.77806,468
19.20278,-98.90278,468
19.505,-100.405,468
19.65556,-97.99528,468
18.48667,-95.41333,468
15.44917,-93.16417,468
17.12611,-99.6725,468
19.37361,-99.33111,468
20.49556,-100.89278,468
19.47361,-100.24417,467
18.23917,-98.02667,467
18.96889,-98.16028,467
21.98028,-102.27306,467
30.51583,-115.93278,467
17.30306,-98.01694,467
19.25767,-97.07531,467
17.03972,-99.16944,467
19.53558,-99.98463,467
16.38,-95.24111,467
18.51333,-96.86778,467
20.89667,-100.65444,467
17.49056,-99.24194,467
19.65194,-101.2775,467
19.14389,-97.04222,467
20.97028,-101.3725,466
16.89833,-99.80583,466
17.88323,-93.36788,466
20.30139,-99.17361,466
21.0975,-100.51417,466
19.69472,-103.83333,466
18.95222,-97.82917,466
19.42722,-100.39889,465
20.73722,-105.27083,465
27.10222,-109.50083,465
17.94691,-92.46659,465
20.90194,-101.51611,465
19.95972,-99.95861,465
19.89667,-98.88694,465
17.6625,-97.47083,465
22.20611,-101.07056,465
18.91835,-99.49407,465
19.73083,-101.34028,465
18.94944,-98.26889,465
19.67333,-97.72694,465
16.88151,-99.81779,465
16.90583,-98.97583,465
19.57,-99.3975,465
20.11028,-98.43028,464
19.16306,-99.455,464
20.50278,-100.95889,464
17.82778,-97.74556,464
25.83222,-100.38417,464
19.14083,-99.42639,464
19.04194,-97.70083,464
17.28083,-92.39972,463
18.70417,-99.11278,463
17.47778,-97.79417,463
18.69472,-97.18444,463
20.06611,-98.76806,463
16.69667,-92.95556,463
16.87417,-99.78556,463
18.84639,-99.61417,463
25.80611,-100.6225,463
19.32417,-98.23972,463
18.3875,-95.17917,463
19.27583,-99.72,463
18.35389,-96.34944,463
17.64858,-93.39464,463
21.21639,-101.01,462
20.47,-101.61639,462
17.35895,-98.44754,462
20.14889,-98.21694,462
18.73833,-99.36722,462
20.14689,-97.80313,462
27.12194,-109.45917,462
22.43389,-97.97167,462
16.30278,-91.92667,462
17.33167,-98.68556,462
19.13571,-99.43999,462
17.40472,-92.31944,462
19.1375,-97.10861,462
17.07683,-92.62163,462
20.82361,-101.36861,462
19.98528,-99.03167,462
18.89611,-98.90361,462
19.27889,-97.19944,462
20.54889,-102.70722,461
19.64583,-101.41194,461
20.05806,-97.09833,461
19.2979,-99.50483,461
20.70083,-99.83528,461
21.37944,-101.95028,461
20.09639,-99.76278,461
17.35389,-92.65583,461
14.81954,-92.30611,461
16.84833,-92.48444,460
17.27111,-100.95361,460
20.30139,-98.12917,460
20.59694,-97.4225,460
16.88056,-92.95944,460
19.20611,-97.11444,460
28.03389,-105.31528,460
27.13194,-109.44861,460
17.53778,-99.18333,460
21.20361,-98.78028,460
17.92472,-99.36139,459
17.41306,-99.19722,459
20.22056,-99.02083,459
18.93111,-99.0275,459
20.10167,-98.34,459
20.52417,-100.23861,459
19.30444,-96.99167,459
30.83028,-116.06222,459
19.35555,-99.36579,459
16.67944,-92.99083,459
19.45972,-96.78611,459
20.43639,-97.07111,459
17.13361,-92.35472,458
17.67333,-98.52583,458
17.64,-101.49111,458
17.45861,-98.99806,458
19.74639,-98.49194,458
21.09139,-89.62944,458
17.25806,-92.25611,458
17.49028,-98.67833,458
19.40417,-99.83083,458
18.97982,-99.78232,458
18.0875,-96.50611,458
17.05833,-98.25278,458
24.46389,-107.38417,458
15.08461,-92.25194,457
19.64923,-99.14744,457
16.89139,-92.69639,457
16.98361,-99.2375,457
17.01556,-96.76056,457
23.72222,-103.74583,457
17.00806,-92.06417,457
18.06556,-92.89806,457
19.37444,-90.22722,457
16.8775,-92.17444,457
17.44611,-92.54722,457
25.75861,-103.53111,457
19.49056,-99.56694,457
19.73056,-97.57556,457
21.095,-89.25389,456
20.89833,-101.44694,456
20.24194,-99.07111,456
18.4925,-98.575,456
24.75833,-107.63278,456
18.32667,-95.29722,456
19.36056,-99.76083,456
19.15917,-99.40028,456
18.89917,-98.75444,456
19.08028,-98.29139,456
18.10528,-93.10806,456
25.55111,-108.32056,456
16.82917,-92.57222,455
15.03778,-92.11778,455
21.28944,-100.70472,455
19.87056,-98.94333,455
19.87139,-97.43167,455
18.06611,-95.61278,455
18.26861,-100.5575,455
20.21639,-99.25556,455
19.34944,-102.05556,455
17.5125,-93.10083,454
17.57852,-92.96405,454
21.31556,-100.55306,454
17.56083,-99.15917,454
19.34,-101.41111,454
18.37083,-97.07833,454
24.5325,-107.54056,454
18.12708,-93.24637,454
18.25033,-93.09227,454
23.85167,-104.17806,454
21.2325,-98.88333,454
16.50417,-96.54972,453
19.63806,-96.98278,453
21.0725,-100.2225,453
17.35417,-98.46056,453
20.25722,-98.93306,453
20.49806,-99.19472,453
17.13944,-100.45778,453
18.67417,-88.47278,453
14.83444,-92.46944,453
17.09722,-99.81722,453
19.33583,-99.79556,452
19.41694,-99.57111,452
20.20778,-98.03139,452
20.65972,-100.37,452
19.73639,-88.95861,452
21.31806,-98.91306,452
18.92694,-99.43889,452
17.16,-96.81694,452
18.59611,-96.98806,452
21.55639,-101.0975,452
19.77417,-99.22778,452
19.50254,-97.82839,452
32.50028,-114.96278,451
16.82389,-99.65722,451
20.57583,-103.27306,451
17.13194,-93.21083,451
17.11389,-91.85917,451
17.30389,-92.27,451
20.56222,-100.88583,451
17.13,-99.12111,451
17.16472,-92.76444,451
16.65611,-98.49972,451
19.77583,-100.00833,451
18.78722,-99.245,451
17.15278,-98.1975,451
16.92333,-96.69778,451
19.4225,-99.56917,451
18.91389,-99.15139,451
19.22639,-97.17083,450
16.46806,-94.00139,450
18.21861,-93.21659,450
23.18,-102.8075,450
17.99833,-96.03222,450
20.0801,-97.65505,450
19.44306,-97.94639,450
21.97389,-102.26444,450
16.87222,-92.43417,450
17.81556,-98.87,450
18.76111,-98.85028,450
15.10056,-92.43528,449
21.32417,-100.73694,449
19.76917,-98.50639,449
19.48722,-100.46778,449
17.12111,-91.7075,449
20.42111,-98.47111,449
20.1775,-99.26333,449
22.00222,-102.24333,449
19.70472,-100.0575,449
20.02556,-97.06361,449
19.16444,-97.04917,449
24.27028,-107.205,449
14.99517,-92.43747,448
16.97361,-92.84889,448
22.31917,-101.20139,448
21.36167,-98.93917,448
16.80694,-92.62139,448
20.89556,-100.39417,448
20.20417,-99.58722,448
19.17583,-99.39917,448
20.67,-101.39944,448
19.60138,-99.42104,448
18.82194,-99.09389,448
19.79528,-97.59444,448
17.98875,-93.20473,448
17.38961,-99.10506,448
19.03222,-99.96361,447
21.44167,-98.90028,447
17.89318,-92.92108,447
18.065,-93.94222,447
19.13944,-96.23056,447
18.96583,-99.785,447
17.31139,-98.60389,447
19.2325,-98.33472,447
17.98722,-94.91806,447
19.95028,-97.16861,447
32.25278,-116.93972,446
20.41278,-100.61083,446
20.22528,-98.45278,446
20.12972,-98.44889,446
19.74111,-97.26028,446
19.91194,-101.71944,446
15.94833,-96.55389,446
18.07972,-98.1425,446
17.36139,-91.55167,446
16.98667,-92.35056,446
19.74056,-98.55861,446
20.08667,-99.85389,446
19.68778,-100.50194,446
19.84278,-100.7975,446
15.46694,-92.89361,445
19.61056,-96.80722,445
16.87833,-99.10361,445
18.9259,-99.7754,445
19.18001,-99.45106,445
19.28583,-97.21361,445
16.93306,-92.86583,445
19.11833,-97.73083,445
19.59972,-96.9325,445
19.80611,-97.55111,445
20.835,-101.35056,444
18.57889,-99.57278,444
19.67111,-98.75722,444
19.49917,-100.38944,444
17.86778,-90.44833,444
20.42806,-101.07139,444
19.43472,-101.92167,444
22.10333,-105.63056,444
17.32389,-92.86111,444
18.9134,-99.15256,444
18.06056,-96.54917,444
18.88583,-98.19917,444
19.93639,-97.88833,444
19.55667,-98.82806,444
19.05139,-102.31694,444
20.21306,-97.91167,444
15.96306,-92.30083,444
20.75167,-101.37528,444
18.3575,-100.88528,444
16.77417,-98.20083,444
17.15583,-97.84806,444
19.06472,-96.78722,444
16.85722,-92.62639,443
20.20972,-101.40167,443
16.63194,-96.95722,443
18.51889,-97.15278,443
15.71194,-92.18444,443
19.38545,-99.34732,443
19.43167,-99.64333,443
19.65403,-99.26767,443
21.53083,-98.99139,443
21.28278,-98.79667,443
17.40889,-92.37111,443
21.83167,-103.78056,443
19.265,-99.45111,443
17.13889,-96.77306,443
21.19056,-98.70611,443
18.74361,-97.15111,443
32.48889,-116.79417,442
21.18472,-100.92444,442
16.31972,-96.26694,442
29.20694,-111.79333,442
16.6875,-92.38889,442
17.38556,-98.99944,442
20.02778,-98.85278,442
19.72472,-99.13806,442
22.21,-100.92306,442
25.64389,-108.69194,442
32.2375,-115.15389,442
19.77083,-101.21389,442
19.36222,-104.09167,441
18.50167,-96.54167,441
18.87972,-97.37222,441
32.50194,-116.79083,441
19.20944,-99.46333,441
19.79028,-100.16417,441
20.55167,-100.14,441
20.80167,-100.45,441
17.42722,-92.72306,441
20.22167,-97.56111,441
19.21972,-96.37333,441
18.41278,-95.27083,441
18.4125,-95.22389,441
20.81778,-100.66306,441
16.80111,-99.65722,441
19.82,-101.87306,441
19.95861,-97.97833,441
20.04049,-97.46141,440
20.52889,-100.47139,440
17.82083,-95.0675,440
16.95778,-92.23583,440
17.65528,-98.64472,440
19.85516,-99.21326,440
20.20778,-101.52028,440
19.57361,-97.09944,440
17.36139,-92.60167,440
18.99472,-96.93694,440
17.2975,-92.74667,440
15.09083,-92.44222,440
21.21417,-100.20472,440
19.58639,-100.27444,440
16.60139,-97.50833,440
16.72056,-93.2575,439
18.66972,-97.71028,439
18.48917,-97.07056,439
22.76639,-102.27472,439
24.70833,-103.57361,439
21.32167,-101.93778,439
18.97389,-98.15444,439
20.65194,-100.41667,439
18.41573,-92.88623,439
18.81833,-96.76306,439
17.69694,-92.16889,439
20.76472,-98.5075,439
19.61167,-100.31194,439
18.39333,-96.49944,439
18.01778,-93.75139,439
17.92194,-99.51833,439
21.09889,-98.38306,439
19.20694,-97.10444,439
19.93972,-97.23472,439
20.08611,-98.71,438
19.36111,-99.69167,438
20.2648,-98.11855,438
24.81556,-107.61306,438
18.41228,-92.96172,438
19.38528,-99.47611,438
20.27056,-101.48194,438
18.16139,-92.79083,438
15.75139,-92.14972,438
17.58667,-99.20444,438
19.59342,-100.16916,438
18.86528,-99.16194,438
17.59333,-93.32472,438
20.40583,-100.99833,438
19.22314,-99.67432,438
19.51444,-101.46278,438
19.3825,-100.43389,438
16.46,-98.04861,438
17.55139,-96.22389,438
21.24944,-98.70861,438
19.32611,-103.38611,437
17.00444,-96.76583,437
18.20056,-95.30361,437
21.88139,-102.36694,437
15.19389,-92.415,437
19.55444,-99.72222,437
18.78417,-96.9975,437
14.76778,-92.40633,437
17.25,-98.41417,437
17.39604,-98.96832,437
19.81944,-97.49722,437
19.815,-97.49611,437
19.7175,-97.28028,437
16.81306,-98.75833,437
24.41,-104.61083,436
17.64806,-99.84389,436
20.08972,-98.22583,436
18.46896,-96.82059,436
21.26889,-102.33778,436
19.57722,-99.675,436
18.14667,-96.40139,436
18.13444,-94.52056,436
19.05667,-97.05194,436
19.93917,-99.69722,436
17.26611,-98.18361,436
17.07361,-93.1325,436
16.93056,-92.56111,436
19.4725,-99.59528,436
22.9925,-99.87083,436
19.01972,-104.11778,435
19.6775,-101.04694,435
19.92083,-97.55944,435
16.73028,-92.73778,435
19.32528,-100.09,435
18.99777,-99.4229,435
19.92083,-97.58528,435
17.40528,-98.55222,435
19.22111,-101.66139,435
19.81833,-97.39972,435
20.09348,-97.62508,435
16.7725,-92.66083,434
16.69139,-99.62667,434
18.035,-96.85889,434
25.2975,-97.97472,434
16.81722,-92.55444,434
20.20139,-98.90972,434
20.10028,-98.72083,434
19.72944,-99.70972,434
16.28972,-94.48056,434
16.8,-92.94667,434
20.61111,-100.75222,434
19.45778,-100.26417,434
18.92889,-98.97028,434
17.30556,-92.72278,434
18.23056,-100.54194,434
18.11833,-92.84944,434
19.81222,-98.99333,433
19.77444,-101.04472,433
19.96583,-97.77167,433
21.31083,-98.82528,433
19.52694,-96.97806,433
18.84278,-96.80556,433
19.05528,-104.22417,433
17.04833,-92.63861,433
16.83917,-92.92778,433
20.14194,-101.69694,433
18.76444,-98.9125,433
20.23502,-97.99634,433
19.84111,-97.33167,433
19.37,-98.08194,433
14.91917,-92.34861,433
20.355,-101.14194,433
16.87662,-99.03027,433
22.55694,-101.79194,433
19.00361,-96.79861,433
19.06639,-96.82361,433
25.68,-108.65556,433
18.66556,-95.35194,433
20.60944,-98.3625,433
22.27,-102.01167,433
21.05194,-101.81222,432
18.95722,-99.56639,432
22.25361,-101.00556,432
22.39333,-98.87083,432
17.26444,-92.41667,432
21.04,-101.76722,432
20.955,-97.49889,432
18.50778,-96.47806,432
22.90417,-109.89167,432
17.37111,-91.80417,432
19.49472,-99.33639,432
19.25667,-101.525,432
19.36611,-102.13472,432
22.525,-104.49667,431
19.70028,-99.85083,431
19.83285,-97.38221,431
16.47528,-92.24778,431
16.66861,-93.01694,431
16.63444,-98.93528,431
19.4481,-99.62191,431
19.77861,-98.02139,431
18.90056,-97.12028,431
16.885,-91.875,431
17.52786,-99.16961,431
20.54667,-100.34972,431
20.40056,-87.96778,431
19.00694,-96.86944,431
18.95722,-97.15639,431
21.51,-98.95139,431
22.96639,-106.13611,431
20.75194,-100.505,430
21.30528,-98.82083,430
23.20194,-102.79611,430
20.37722,-101.28389,430
20.49917,-99.20472,430
20.54611,-99.32361,430
21.26833,-98.76833,430
18.78083,-96.09889,430
18.83889,-99.575,430
18.87806,-98.96389,430
15.87222,-96.63028,430
17.83278,-91.37889,430
22.66833,-102.71889,430
20.38083,-101.68389,429
17.46028,-98.51639,429
20.52694,-103.28861,429
18.97649,-99.5936,429
18.76472,-98.76556,429
19.33444,-97.4125,429
16.94917,-92.43694,429
21.37861,-101.965,429
19.41472,-99.58389,429
18.03333,-96.17278,429
17.23611,-95.34111,429
20.69333,-99.87778,429
20.42722,-101.21056,429
20.08361,-98.73889,429
19.92361,-99.32,429
19.4775,-100.48694,429
18.43454,-97.04311,429
19.9825,-99.05944,429
17.915,-98.42306,429
16.22528,-92.00083,428
19.14056,-88.4925,428
17.44139,-98.83944,428
17.04944,-98.74917,428
20.80444,-102.53056,428
19.46222,-99.73028,428
19.52637,-100.01392,428
18.10917,-93.31333,428
18.10167,-96.52167,428
17.20694,-96.79306,428
25.75333,-108.28306,428
17.055,-99.75972,428
20.07778,-98.4075,428
25.71139,-108.37306,428
18.73833,-96.62278,428
20.14,-98.12722,427
22.22056,-105.32917,427
19.38611,-97.73917,427
18.69194,-96.01778,427
20.26417,-99.27722,427
20.0375,-102.71389,427
25.07583,-98.06861,427
19.99778,-99.35139,427
18.52929,-97.42094,427
18.7425,-97.25,427
20.53194,-100.88556,427
21.38389,-101.9525,427
19.56028,-100.14722,427
19.75361,-100.37944,427
18.785,-97.75528,427
21.23472,-98.76194,427
19.42972,-98.01444,427
16.88889,-92.40111,426
19.69194,-99.89389,426
19.70083,-100.13917,426
17.02722,-96.04694,426
20.50361,-101.52139,426
17.19278,-96.83806,426
20.14403,-97.65525,426
19.28,-98.38556,426
18.91389,-99.7175,426
19.48722,-99.56722,425
19.22796,-100.1372,425
18.35306,-96.38139,425
17.03167,-92.385,425
17.38444,-98.67694,425
18.52528,-98.57583,425
17.96506,-92.92025,425
17.31472,-92.85083,425
16.95667,-99.80194,425
21.05694,-98.93083,425
17.96194,-96.07861,425
18.93,-97.68333,425
20.17972,-97.64778,425
18.8175,-96.98278,425
16.96889,-92.3875,424
18.90389,-99.60444,424
18.02972,-96.46806,424
