ref_type,ref_code,name,lat,lon,points,source,area_m2,geom
landmark,n37162420,Nooksack Cirque Trailhead,48.894053,-121.652598,5,OSM,,
landmark,n37334258,Paradise Park Trailhead,45.313477,-121.816296,5,OSM,,
landmark,n37342073,"Cast Creek, Horseshoe Ridge, Sandy River Trailhead",45.382164,-121.859403,5,OSM,,
landmark,n37348341,Pioneer Bridle Trailhead,45.319989,-121.903874,5,OSM,,
landmark,n37495251,Talbert Drive Trailhead,45.428444,-122.558711,5,OSM,,
landmark,n37498850,Cedar Park Trailhead,45.427056,-122.544407,5,OSM,,
landmark,n37519184,Ramona Falls Trailhead,45.386808,-121.832007,5,OSM,,
landmark,n37574580,Park Mountain Lane Trailhead,45.422290,-122.557004,5,OSM,,
landmark,n37577373,Willingham Court Trailhead,45.422767,-122.548054,5,OSM,,
landmark,n37628497,Plaza Trailhead,45.231066,-122.010669,5,OSM,,
landmark,n37628627,Plaza Lake Trailhead,45.226991,-121.997640,5,OSM,,
landmark,n37844157,Tillamook Rock Lighthouse Viewpoint,45.942274,-123.987796,5,OSM,,
landmark,n37933555,Floeter,45.844360,-123.092207,5,OSM,,
landmark,n37943915,Bonnie Falls,45.807993,-122.937950,5,OSM,,
landmark,n38213301,High Desert Trailhead,44.025708,-120.943283,5,OSM,,
landmark,n38255237,Badlands Rock Trailhead,43.953804,-121.014854,5,OSM,,
landmark,n38387647,Elk Lake Trailhead,43.983513,-121.811685,5,OSM,,
landmark,n39659642,Cummins Creek Trail - West Trailhead,44.268084,-124.101559,5,OSM,,
landmark,n39695000,Cherry Creek Trailhead,42.589072,-122.116481,5,OSM,,
landmark,n39698469,Mount Elijah/Bigelow Lakes Trailhead,42.101686,-123.378892,5,OSM,,
landmark,n39731495,Kerby Peak Trailhead,42.246326,-123.456660,5,OSM,,
landmark,n39823481,Siltcoos Lake Trailhead,43.868955,-124.133297,5,OSM,,
landmark,n40057478,Lower Soda Creek Falls Trailhead,44.399860,-122.479987,5,OSM,,
landmark,n40060821,Sevenmile Marsh Trailhead,42.699315,-122.148230,5,OSM,,
landmark,n40148399,Varmint Creek Trailhead,42.819498,-122.280037,5,OSM,,
landmark,n40223649,Nannie Creek Trailhead,42.613663,-122.147692,5,OSM,,
landmark,n40224375,Lookout Creek West Trailhead,44.231896,-122.162717,5,OSM,,
landmark,n40300367,Eagles Rest Trailhead - Upper,43.844554,-122.743629,5,OSM,,
landmark,n40345454,Santium Pass Trailhead,44.425476,-121.849304,5,OSM,,
landmark,n40489986,Blue Creek Trailhead,45.447433,-113.123436,5,OSM,,
landmark,n40867530,Smith Lake Trailhead,48.493860,-114.422304,5,OSM,,
landmark,n40908326,Corbly Gulch Trailhead,45.868883,-111.015914,5,OSM,,
landmark,n41176811,Echo Lake Cosway entrance,48.132057,-114.032418,5,OSM,,
landmark,n41197169,Reavis Ranch Trailhead (Northernmost),33.556656,-111.228101,5,OSM,,
landmark,n41216654,Sandstone Ridge Trailhead,46.398478,-113.685873,5,OSM,,
landmark,n43088952,Spring Creek Sheep Viewing Site,46.650108,-113.653518,5,OSM,,
landmark,n43112137,East Fork Trailhead,46.091296,-113.366194,5,OSM,,
landmark,n43154923,Granite Park Trailhead,48.754928,-113.800404,5,OSM,,
landmark,n43246870,Strawberry Lake Trailhead,48.187145,-113.992865,5,OSM,,
landmark,n43296057,Red Rock Trailhead,46.308552,-112.362539,5,OSM,,
landmark,n43397040,Swan River West Trailhead,48.063432,-114.070132,5,OSM,,
landmark,n43482058,Upper Beardance Trailhead,47.948544,-113.964361,5,OSM,,
landmark,n43637331,Wire Trailhead,47.898616,-113.802845,5,OSM,,
landmark,n43637405,Upper Bond Creek Trailhead,47.917893,-113.816476,5,OSM,,
landmark,n44271786,Stahl Peak Trailhead,48.909293,-114.852788,5,OSM,,
landmark,n44271812,Clarence Creek Trailhead,48.909815,-114.854539,5,OSM,,
landmark,n44305600,Lake Louise Trailhead,45.608793,-112.053686,5,OSM,,
landmark,n44478113,Taylor Hills Trailhead,46.997750,-111.011370,5,OSM,,
landmark,n44573201,Clearwater Canoe Trail,47.225851,-113.535834,5,OSM,,
landmark,n44576305,Edith Peak Trailhead,47.044837,-114.226808,5,OSM,,
landmark,n44578209,Marshall Mountain Bike Access,46.901472,-113.926709,5,OSM,,
landmark,n44620419,South Elk Ridge Trailhead,47.526384,-113.806338,5,OSM,,
landmark,n44816677,Sousa Trailhead,46.824431,-113.992517,5,OSM,,
landmark,n44862736,Jumbo Trailhead,46.868622,-113.975766,5,OSM,,
landmark,n44880943,Cherry St Trailhead,46.870260,-113.976171,5,OSM,,
landmark,n44890619,Lincoln Hills Trailhead,46.897807,-113.949104,5,OSM,,
landmark,n45622844,Trapper Creek Trailhead,45.922443,-114.225877,5,OSM,,
landmark,n45705890,Bass Creek Trailhead,46.574442,-114.145795,5,OSM,,
landmark,n45942842,Roaring Lion Trailhead,46.191843,-114.242234,5,OSM,,
landmark,n46903683,Little Giant Trailhead,48.025872,-120.828678,5,OSM,,
landmark,n46989806,Bergman Gulch Trailhead,47.952338,-120.036712,5,OSM,,
landmark,n47026083,10 Mile Creek Trailhead,48.199041,-120.761677,5,OSM,,
landmark,n47047244,Little Wenatchee Ford Trailhead,47.917038,-121.087668,5,OSM,,
landmark,n47055742,Chikamin Tie OHV Trailhead,47.981552,-120.693796,5,OSM,,
landmark,n47077994,Lake Creek Trailhead,47.936895,-120.516539,5,OSM,,
landmark,n47109884,Rock Point,48.344000,-124.695100,5,OSM,,
landmark,n47124401,North Fork Entiat Trailhead,48.011194,-120.572214,5,OSM,,
landmark,n47180261,Eagle Point Trailhead,47.931859,-123.411319,5,OSM,,
landmark,n47197250,Rock Creek Trailhead,45.764257,-122.321364,5,OSM,,
landmark,n47241183,Boulder Creek / Olympic Hot Springs,47.986651,-123.651682,5,OSM,,
landmark,n47355693,Castle Lake Viewpoint,46.296241,-122.299028,5,OSM,,
landmark,n47718177,Leona Trailhead,48.767656,-118.487644,5,OSM,,
landmark,n47778536,Old Stage,48.709156,-118.444641,5,OSM,,
landmark,n47989015,Lambert Trailhead,48.736724,-118.509543,5,OSM,,
landmark,n48028442,Old Stage Trailhead,48.728550,-118.521670,5,OSM,,
landmark,n48082311,Colonel Bob Peak Trailhead,47.496694,-123.793567,5,OSM,,
landmark,n48311067,Spoon Creek Falls Trailhead,47.353783,-123.565223,5,OSM,,
landmark,n48331639,Church Creek West Trailhead,47.426186,-123.518213,5,OSM,,
landmark,n48350632,Salt Spray Forest (Beach 3) Nature Trailhead,47.641447,-124.384943,5,OSM,,
landmark,n48541842,Lower Big Quilcene Trail,47.783531,-122.965078,5,OSM,,
landmark,n48542476,Banner Forest South Trailhead,47.476592,-122.549398,5,OSM,,
landmark,n48557756,Mallard,47.432843,-122.729162,5,OSM,,
landmark,n48578834,Dosewallips River Trailhead,47.741609,-123.049512,5,OSM,,
landmark,n48608747,Deer Park,47.417979,-122.734705,5,OSM,,
landmark,n48639325,Iron Peak Trailhead,47.421416,-120.937261,5,OSM,,
landmark,n48725850,Scatter Creek - Cle Trailhead,47.506358,-121.059060,5,OSM,,
landmark,n49736461,Inspiration Point,33.050227,-116.568725,5,OSM,,
landmark,n49821104,Walupt Lake Trailhead,46.422968,-121.471114,5,OSM,,
landmark,n49912284,Laughingwater Creek Trailhead,46.751807,-121.557240,5,OSM,,
landmark,n49941451,Big Creek West Trailhead,47.495925,-123.213823,5,OSM,,
landmark,n49966985,North Fork Skokomish/Wagonwheel Lake Trailhead,47.515906,-123.327861,5,OSM,,
landmark,n49971706,Shady Lane North Trailhead,47.515886,-123.330489,5,OSM,,
landmark,n49972401,Lena Lake/Brothers Trailhead,47.599689,-123.151121,5,OSM,,
landmark,n49992355,Dry Creek West Trailhead,47.468924,-123.399631,5,OSM,,
landmark,n50025308,Clear Fork Trailhead,46.655681,-121.486322,5,OSM,,
landmark,n50029018,Mount Washington Trailhead,47.518814,-123.237005,5,OSM,,
landmark,n50029041,Jefferson Pass Trailhead,47.521182,-123.231411,5,OSM,,
landmark,n50034536,Snowgrass Hikers' Trailhead,46.463943,-121.518893,5,OSM,,
landmark,n50047578,Cedar Falls Trailhead,48.579175,-120.478717,5,OSM,,
landmark,n50069417,East Fork Buttermilk Trailhead,48.289266,-120.328315,5,OSM,,
landmark,n50131671,Robinson Creek Trailhead,48.662635,-120.542480,5,OSM,,
landmark,n50134605,Copper Glance Trailhead,48.741082,-120.292215,5,OSM,,
landmark,n50167307,Fourteen Mile Trailhead,48.907656,-119.831531,5,OSM,,
landmark,n50193596,Reynolds Creek Trailhead,48.405627,-120.489699,5,OSM,,
landmark,n50195743,Cutthroat Trailhead,48.556313,-120.654737,5,OSM,,
landmark,n50224755,South Creek Trailhead,48.439323,-120.531040,5,OSM,,
landmark,n50245579,Windy Peak Trailhead,48.855663,-119.946697,5,OSM,,
landmark,n50245637,Chewuch Trailhead,48.872150,-120.003504,5,OSM,,
landmark,n50246087,Crater Creek Trailhead,48.220102,-120.268051,5,OSM,,
landmark,n50260061,Andrews Creek Trailhead,48.783767,-120.108805,5,OSM,,
landmark,n50269733,Suspension Bridge Trailhead,48.579008,-120.375035,5,OSM,,
landmark,n50347454,Bear Pasture Trailhead,48.917313,-117.139020,5,OSM,,
landmark,n50372135,North Fork Harvey Creek Trailhead,48.750028,-117.201901,5,OSM,,
landmark,n50474871,Observation Peak Trailhead,45.949936,-122.039968,5,OSM,,
landmark,n50499925,Sawtooth Trailhead,46.092225,-121.765265,5,OSM,,
landmark,n50502127,Indian Heaven Trailhead,46.047047,-121.756303,5,OSM,,
landmark,n50552129,Indian Race Track - South Trailhead,45.937313,-121.820354,5,OSM,,
landmark,n50582721,Lemei Trailhead,46.028666,-121.685829,5,OSM,,
landmark,n50603582,Cedar Creek Trailhead,45.832194,-121.795233,5,OSM,,
landmark,n50625380,North Fork Sauk Trailhead,48.058343,-121.287930,5,OSM,,
landmark,n50635300,Bald Eagle Trailhead,48.025575,-121.286109,5,OSM,,
landmark,n50720455,Quartz Creek Trailhead,47.926693,-121.277254,5,OSM,,
landmark,n50720457,North Fork Skykomish Trailhead,47.926772,-121.276928,5,OSM,,
landmark,n50729840,Downy Creek Trailhead,48.258751,-121.223102,5,OSM,,
landmark,n50819875,Bedal Creek Trailhead,48.073457,-121.376681,5,OSM,,
landmark,n50823841,Bear Lake Trailhead,40.311960,-105.645946,5,OSM,,
landmark,n51058805,Park & Ride Trailhead,40.329042,-105.602367,5,OSM,,
landmark,n51158212,D2,40.342735,-105.579350,5,OSM,,
landmark,n51259092,Fern Lake Winter Parking Trailhead,40.357310,-105.619232,5,OSM,,
landmark,n51328203,Emerald Lake Overlook,40.314551,-105.670351,5,OSM,,
landmark,n51328345,Dream Lake Overlook,40.312587,-105.659112,5,OSM,,
landmark,n51564726,Pear Butte Trailhead,46.812270,-121.307116,5,OSM,,
landmark,n51756652,Cougar Valley Trailhead,47.026936,-121.332303,5,OSM,,
landmark,n51764999,Mount Aix - McDaniel Trailhead,46.814517,-121.150816,5,OSM,,
landmark,n51773409,Raven Roost Trailhead,47.024236,-121.334800,5,OSM,,
landmark,n53005852,Far Enough Promontory,47.511080,-121.661472,5,OSM,,
landmark,n53016051,Tonga Ridge Trailhead,47.678730,-121.264731,5,OSM,,
landmark,n53024244,Eagle Lake Fisherman's Trailhead,47.777834,-121.384611,5,OSM,,
landmark,n53029924,Humpback Mountain Trailhead,47.378495,-121.516053,5,OSM,,
landmark,n53063691,Trailhead 3,47.338242,-122.278293,5,OSM,,
landmark,n53140498,Evergreen Entrance,37.861165,-122.238466,5,OSM,,
landmark,n53163346,West Fork Foss Lakes Trailhead,47.634833,-121.303949,5,OSM,,
landmark,n53173172,Iron Goat / Martin Creek Trailhead,47.729423,-121.206709,5,OSM,,
landmark,n53185588,Trailhead 5,47.337115,-122.281005,5,OSM,,
landmark,n53207063,Mailbox Peak Trailhead,47.467181,-121.672516,5,OSM,,
landmark,n53230853,Dorothy Lake Trailhead,47.608802,-121.386051,5,OSM,,
landmark,n53253552,Trailhead 2,47.337958,-122.280075,5,OSM,,
landmark,n54133200,Queen Vally Trailhead (Easternmost),34.033332,-116.107778,5,OSM,,
landmark,n54182424,Queen Vally Trailhead (Westernmost),34.024094,-116.142753,5,OSM,,
landmark,n54305490,Garstin Trailhead,33.776222,-116.531340,5,OSM,,
landmark,n54314288,Palm Canyon Epic Lower Trailhead,33.790512,-116.492252,5,OSM,,
landmark,n54330994,Seven Pines Trail,33.809931,-116.733965,5,OSM,,
landmark,n54405738,Palm Canyon Epic Trailhead,33.572202,-116.500907,5,OSM,,
landmark,n54423632,Aspen Grove Trailhead,34.147502,-116.789840,5,OSM,,
landmark,n54474474,Spitler Peak,33.697825,-116.652342,5,OSM,,
landmark,n54482677,"In Memory Of Lt. Ronald E. Wiltse, USA - KIA Vietnam 13 May 1968",34.107662,-117.510777,5,OSM,,
landmark,n54484207,"In Memory Of PFC Calvin Lewis, USA - KIA Vietnam 6 Jan 1969",34.108102,-117.511695,5,OSM,,
landmark,n54496041,"In Memory Of PFC. Domenic A. Corona, USMC - KIA Vietnam 29 Jul 1966",34.112382,-117.508801,5,OSM,,
landmark,n54539596,"In Memory Of PFC Joseph P. Marek, USA - KIA Vietnam 15 Nov 1967",34.108982,-117.511745,5,OSM,,
landmark,n54582542,"In Memory Of Cpl. Richard A. Burns, USA - KIA Vietnam 28 Feb 1969",34.113131,-117.508619,5,OSM,,
landmark,n54672637,C-47 Crash Site,34.099089,-116.816510,5,OSM,,
landmark,n54760283,"In Memory Of PFC Kenneth J. Redondo, USA - Died While in Service to His Country",34.120013,-117.494732,5,OSM,,
landmark,n54762984,"In Memory Of SP/5 Richard Lane, USA - KIA Vietnam 16 Jun 1968",34.110406,-117.507664,5,OSM,,
landmark,n54765891,"In Memory Of Sgt. Gary E. Hoadley, USA - KIA Vietnam 3 Aug 1968",34.109356,-117.512563,5,OSM,,
landmark,n54867585,"In Memory Of PFC Richard A. Noelke, USA - KIA Vietnam 6 Nov 1965",34.110527,-117.493501,5,OSM,,
landmark,n54930333,"In Memory Of Sgt. David J. Rideout, USA - KIA Vietnam 16 Jan 1969",34.120535,-117.494597,5,OSM,,
landmark,n55857305,Limbaugh Canyon Trailhead,39.071647,-104.934427,5,OSM,,
landmark,n58310870,Juniper Lake Loop-North Trailhead,40.450734,-121.295657,5,OSM,,
landmark,n58558029,Goumaz Trailhead,40.413892,-120.862772,5,OSM,,
landmark,n58583636,Inspiration Point Trailhead,40.466520,-121.307758,5,OSM,,
landmark,n59946476,Big Painted Cave,41.731862,-121.523006,5,OSM,,
landmark,n59946477,Symbol Bridge,41.733325,-121.526261,5,OSM,,
landmark,n59946478,Skull Cave,41.731380,-121.510660,5,OSM,,
landmark,n59948744,Hospital Rock,41.834136,-121.471282,5,OSM,,
landmark,n59948745,Balcony Cave,41.744998,-121.545181,5,OSM,,
landmark,n59948746,Boulevard Cave,41.745558,-121.544782,5,OSM,,
landmark,n59948825,Gillems Camp,41.824799,-121.556048,5,OSM,,
landmark,n59948844,Canby Cross,41.818568,-121.543624,5,OSM,,
landmark,n59949890,Thomas-Wright Battlefield,41.770465,-121.538624,5,OSM,,
landmark,n59949896,Black Crater,41.765181,-121.552599,5,OSM,,
landmark,n59949913,Devils Homestead Overlook,41.793011,-121.562023,5,OSM,,
landmark,n59949964,Heppe Cave,41.697807,-121.546408,5,OSM,,
landmark,n59949980,Mammoth Crater,41.692428,-121.548032,5,OSM,,
landmark,n59949987,Hidden Valley,41.692078,-121.543670,5,OSM,,
landmark,n59949988,Valentine Cave,41.709259,-121.477788,5,OSM,,
landmark,n59950611,Golden Dome,41.710480,-121.513478,5,OSM,,
landmark,n59950612,Hopkins Chocolate Cave,41.709124,-121.514006,5,OSM,,
landmark,n59950614,Garden Bridges,41.708773,-121.514010,5,OSM,,
landmark,n59950615,Blue Grotto,41.707428,-121.514291,5,OSM,,
landmark,n59950617,Catacombs,41.705052,-121.515213,5,OSM,,
landmark,n59950618,Paradise Alleys,41.704153,-121.516409,5,OSM,,
landmark,n59950620,Ovis,41.704038,-121.516973,5,OSM,,
landmark,n59950621,Sunshine,41.702838,-121.519454,5,OSM,,
landmark,n59950622,Hercules Leg,41.703125,-121.515493,5,OSM,,
landmark,n59950623,Juniper,41.706538,-121.511481,5,OSM,,
landmark,n59950624,Sentinel Cave (Upper Entrance),41.708498,-121.511153,5,OSM,,
landmark,n59950625,Sentinel Cave (Lower Entrance),41.710178,-121.508801,5,OSM,,
landmark,n59950626,Thunderbolt,41.712821,-121.510916,5,OSM,,
landmark,n59950627,Lava Brook,41.713339,-121.509662,5,OSM,,
landmark,n59950629,Mushpot Cave,41.713629,-121.508740,5,OSM,,
landmark,n59951079,Bunchgrass Overlook,41.720559,-121.524845,5,OSM,,
landmark,n65328703,Dragon Gate,37.790688,-122.405594,5,OSM,,
landmark,n65459792,Fitzgerald Marine Reserve,37.524101,-122.511598,5,OSM,,
landmark,n65476548,Star Hill Road,37.409751,-122.333479,5,OSM,,
landmark,n82901163,Card Canyon Trailhead,41.754094,-111.654453,5,OSM,,
landmark,n82908133,Spawn Creek Trailhead,41.828384,-111.576455,5,OSM,,
landmark,n82909379,Swan Flat Winter Trailhead,41.952791,-111.491417,5,OSM,,
landmark,n82910465,Deep Canyon Trailhead,41.713586,-112.016773,5,OSM,,
landmark,n82930439,Smithfield Dry Canyon Trailhead,41.830393,-111.776338,5,OSM,,
landmark,n82953748,Browne-Spirit Lake Trailhead,40.862693,-109.821988,5,OSM,,
landmark,n82972096,Bountiful B,40.898818,-111.847966,5,OSM,,
landmark,n82985770,Swift Creek Trailhead,40.601633,-110.347451,5,OSM,,
landmark,n83031002,Mirror Lake Trailhead,40.700273,-110.883364,5,OSM,,
landmark,n83074866,Farmington Bay Trailhead,40.907712,-111.930489,5,OSM,,
landmark,n83080681,Boulder Mail Trailhead,37.884185,-111.464391,5,OSM,,
landmark,n83100492,Griffin Road Viewoint,37.849101,-111.884126,5,OSM,,
landmark,n83102873,Reeder Trailhead,39.322114,-111.282623,5,OSM,,
landmark,n83137331,Powell Point,37.686586,-111.902273,5,OSM,,
landmark,n83150431,Little Wildhorse Canyon Trailhead South,38.583088,-110.802910,5,OSM,,
landmark,n83152148,Bullfrog Canyon Overlook,37.679097,-110.837219,5,OSM,,
landmark,n83167440,Lower Barker Trailhead,37.922733,-111.823309,5,OSM,,
landmark,n83173370,Big Horn Canyon Trailhead,37.677819,-111.481817,5,OSM,,
landmark,n83189618,White Rim Trailhead (Northwest Side),38.517331,-110.004817,5,OSM,,
landmark,n83195369,Top Of The World,38.720612,-109.266266,5,OSM,,
landmark,n83207298,Fairyland Loop Trailhead (North),37.649574,-112.147469,5,OSM,,
landmark,n83210168,Eagle View Trailhead - Bailey's Wash,37.786424,-111.612273,5,OSM,,
landmark,n83226742,Mill Creek Canyon Trailhead,38.561971,-109.516775,5,OSM,,
landmark,n83230202,Devils Garden Trailhead,38.782928,-109.595084,5,OSM,,
landmark,n83247746,Fisher Towers Trailhead,38.724886,-109.308746,5,OSM,,
landmark,n83302442,High Mountain,37.678640,-112.899719,5,OSM,,
landmark,n83302453,High Mountain Trailhead,37.680510,-112.896878,5,OSM,,
landmark,n83345418,50 mile Spring Cabin,37.263654,-111.007919,5,OSM,,
landmark,n83534696,Wasatch Crest Connect Trailhead,40.614206,-111.570339,5,OSM,,
landmark,n83561351,Castle Arch Trailhead,38.063751,-109.731874,5,OSM,,
landmark,n83573249,Little Notch,37.720436,-109.800961,5,OSM,,
landmark,n83575812,Abbeys Tripple Arch Trailhead,38.068314,-109.768304,5,OSM,,
landmark,n83591615,Gate 11;Serpentine Way Trailhead,40.564172,-111.857264,5,OSM,,
landmark,n83593855,Salt Creek Road Trailhead,38.149615,-109.754904,5,OSM,,
landmark,n83667076,Gate 12;Larkspur Trailhead,40.562406,-111.858858,5,OSM,,
landmark,n83698904,Boundary Butte Viewpoint,37.023583,-109.552372,5,OSM,,
landmark,n83715985,Dead Horse Point Trailhead,38.470282,-109.739589,5,OSM,,
landmark,n83720003,Comb Ridge,37.495467,-109.646037,5,OSM,,
landmark,n83736048,North Long Point,37.856381,-109.873738,5,OSM,,
landmark,n83756423,Kane Creek Canyon Overlook,38.470370,-109.587007,5,OSM,,
landmark,n83882097,Upper Setting Trailhead,40.666011,-111.104227,5,OSM,,
landmark,n84083148,Second Water Trailhead,40.056647,-111.278534,5,OSM,,
landmark,n84119629,Upper Silver Creek Trail,40.492486,-111.645841,5,OSM,,
landmark,n84126437,Great Western Trail - Tie Fork,40.002089,-111.218700,5,OSM,,
landmark,n84139755,Tinney Flat,39.901546,-111.727482,5,OSM,,
landmark,n84181174,Trail 543 Trailhead,40.554284,-111.108851,5,OSM,,
landmark,n84199539,Coop Creek Trailhead,40.292594,-111.172317,5,OSM,,
landmark,n84241860,Mill Creek Trailhead,37.161654,-113.512951,5,OSM,,
landmark,n84262960,Gooseberry Mesa Trailhead,37.141842,-113.153434,5,OSM,,
landmark,n84331707,Monks Hollow Trailhead,40.074295,-111.392277,5,OSM,,
landmark,n84338566,Grand Wash Trailhead,38.278227,-111.192470,5,OSM,,
landmark,n84406942,Jessie Creek Trailhead,41.345329,-111.983752,5,OSM,,
landmark,n84437266,Pleasant View Trailhead,41.345737,-111.988899,5,OSM,,
landmark,n84501024,Bear Traip Ridge Trailhead,39.865943,-111.685370,5,OSM,,
landmark,n84543165,Spanish Fork Canyon Overlook,40.211576,-111.577901,5,OSM,,
landmark,n84590976,Slide Canyon Viewpoint,40.348436,-111.593847,5,OSM,,
landmark,n84806529,Sheepherder,39.942574,-111.676212,5,OSM,,
landmark,n84927605,Rotary Peace Grove,37.919222,-122.260300,5,OSM,,
landmark,n84947112,South Kelsey Trailhead,41.654139,-123.863830,5,OSM,,
landmark,n84984424,Saddle Mountain Trailhead,40.132423,-124.090534,5,OSM,,
landmark,n84998765,Mill Creek Lake Trailhead,41.100555,-123.504315,5,OSM,,
landmark,n85079908,Low Gap Trailhead,40.060749,-124.050251,5,OSM,,
landmark,n85147861,Doe Flat Trailhead,41.814116,-123.707095,5,OSM,,
landmark,n85221316,Cadre Point Trailhead,41.798691,-124.216839,5,OSM,,
landmark,n85473910,North Slide Peak Trailhead,40.185300,-124.176193,5,OSM,,
landmark,n85474374,Kinsey Ridge Trailhead,40.188669,-124.205706,5,OSM,,
landmark,n85677200,Tolkan Terrain Park Trailhead,40.082927,-124.056491,5,OSM,,
landmark,n85801154,Salmon Summit,41.216351,-123.446678,5,OSM,,
landmark,n85863103,Tish Tang Trailhead,41.037793,-123.520005,5,OSM,,
landmark,n86227058,Travelers Home Trailhead,39.841269,-123.077052,5,OSM,,
landmark,n86282995,Stanislaus Meadow Trailhead,38.506547,-119.943874,5,OSM,,
landmark,n86284612,Wolf Creek Trailhead,38.576118,-119.697555,5,OSM,,
landmark,n86288813,Inspiration Point Trailhead,38.480245,-119.989583,5,OSM,,
landmark,n86290319,Clark Fork Trailhead,38.417355,-119.749386,5,OSM,,
landmark,n86291999,Woodchuck Basin Trailhead,38.494412,-119.980782,5,OSM,,
landmark,n86300319,Highland Creek Trailhead,38.485049,-119.809870,5,OSM,,
landmark,n86680858,Green Springs,39.973298,-122.933592,5,OSM,,
landmark,n87104991,Trout Creek Trailhead,39.355826,-122.672063,5,OSM,,
landmark,n87105279,Bathhouse Trailhead,39.359609,-122.655096,5,OSM,,
landmark,n87269521,Meeks Bay Trailhead,39.037386,-120.126456,5,OSM,,
landmark,n87277655,Fleming Meadows Trailhead,38.708735,-120.545297,5,OSM,,
landmark,n87350473,Bear Creek Trailhead,37.336831,-118.976049,5,OSM,,
landmark,n87419688,Little Boulder Grove Trailhead,36.749532,-118.825909,5,OSM,,
landmark,n87600271,Deer Creek Trailhead,37.259593,-119.172212,5,OSM,,
landmark,n87657972,Rattlesnake Fire Trailhead,39.664470,-122.617341,5,OSM,,
landmark,n87803733,Racetrack Overlook,36.611634,-117.509390,5,OSM,,
landmark,n87909706,Tuttle Creek Trailhead,36.557322,-118.172843,5,OSM,,
landmark,n87913136,Red Lake Trailhead,37.036591,-118.360039,5,OSM,,
landmark,n87913193,Stecker Flat Trailhead,37.033820,-118.360556,5,OSM,,
landmark,n87948949,Whitney Portal National Recreation Trail Lower Trailhead,36.597483,-118.186398,5,OSM,,
landmark,n87985744,Wildrose Peak Trailhead,36.246952,-117.076559,5,OSM,,
landmark,n88230202,Horton Lakes Trailhead,37.312158,-118.624894,5,OSM,,
landmark,n88231836,Shepherd Pass Trailhead,36.726993,-118.278966,5,OSM,,
landmark,n88255655,Baxter Pass Trailhead,36.844739,-118.297632,5,OSM,,
landmark,n88284898,Taboose Pass Trailhead,37.009546,-118.327355,5,OSM,,
landmark,n88322008,Teakettle Junction,36.759996,-117.542337,5,OSM,,
landmark,n88323865,Lake Sabrina Trailhead,37.213716,-118.610071,5,OSM,,
landmark,n88336991,Titus Canyon and Fall Canyon Trailhead,36.822028,-117.174082,5,OSM,,
landmark,n88348478,Hilton Lakes Trailhead,37.455105,-118.740911,5,OSM,,
landmark,n88354849,Darwin Falls Trailhead,36.327636,-117.514710,5,OSM,,
landmark,n88362250,Cottonwood Canyon Trailhead,36.440956,-118.087094,5,OSM,,
landmark,n88405221,Whitney Portal National Recreation Trail Upper Trailhead,36.586140,-118.240849,5,OSM,,
landmark,n88405285,Whitney Portal Trailhead,36.586878,-118.240140,5,OSM,,
landmark,n88509059,Rainbow Falls OHV Trailhead,39.135475,-105.105070,5,OSM,,
landmark,n88799578,McCreary Trailhead,37.494588,-119.273932,5,OSM,,
landmark,n88811214,Kamook Trailhead,37.414639,-119.636284,5,OSM,,
landmark,n88815640,Sotcher Lake Trailhead,37.627363,-119.076466,5,OSM,,
landmark,n88820559,Norris Trailhead,37.527426,-119.315381,5,OSM,,
landmark,n88840828,Jackass Lakes Trailhead,37.507906,-119.334224,5,OSM,,
landmark,n88983553,Tamarack Creek Trailhead,37.750697,-119.733588,5,OSM,,
landmark,n88984108,Virginia Creek Trailhead,37.547686,-119.806130,5,OSM,,
landmark,n89115200,Lukens Lake Trailhead,37.850492,-119.615295,5,OSM,,
landmark,n89182026,Mono Meadow Trailhead,37.671340,-119.585136,5,OSM,,
landmark,n89203374,Westfall Meadow Trailhead,37.663631,-119.624179,5,OSM,,
landmark,n89223651,Meadow Loop Trailhead,37.535074,-119.657700,5,OSM,,
landmark,n89280467,Four Mile Trail Trailhead,37.733972,-119.601817,5,OSM,,
landmark,n89576547,Leavitt Lake Trailhead,38.304475,-119.593636,5,OSM,,
landmark,n89581566,Molybdenite Creek Trailhead,38.294033,-119.442603,5,OSM,,
landmark,n89601307,Carmel Meadows Trailhead,36.525920,-121.923189,5,OSM,,
landmark,n89657382,Laurel Lakes Trailhead,37.623191,-118.906786,5,OSM,,
landmark,n89673138,Convict Lake Loop Trailhead,37.595120,-118.852694,5,OSM,,
landmark,n89735288,Parker Lake Trailhead,37.852993,-119.134603,5,OSM,,
landmark,n89761615,Saddlebag Lake Trailhead,37.965830,-119.270617,5,OSM,,
landmark,n89761821,Gardisky Lake Trailhead,37.950500,-119.261077,5,OSM,,
landmark,n89810080,Cone Peak Trailhead,36.053989,-121.490335,5,OSM,,
landmark,n89824476,Warren Fork Trailhead,37.952276,-119.225883,5,OSM,,
landmark,n89893234,Pine Ridge Trailhead,36.294786,-121.566752,5,OSM,,
landmark,n89991030,Church Creek Trail,36.268572,-121.578245,5,OSM,,
landmark,n90057242,Green Valley Trailhead,39.153626,-120.784673,5,OSM,,
landmark,n90059794,Little Willow Lake Trailhead,40.408739,-121.387304,5,OSM,,
landmark,n90154287,Tobin Rock Creek Trailhead,39.900813,-121.359603,5,OSM,,
