ref_type,ref_code,name,lat,lon,points,source,area_m2,geom
park,US-1178,Mount Tamalpais State Park,37.904300,-122.604000,25,POTA/PAD-US,26005099,"MULTIPOLYGON (((-122.5594400006037 37.896199000134736, -122.55748299993596 37.893465000628886, -122.56062499984007 37.8957590000822, -122.5594400006037 37.896199000134736)), ((-122.56184700062842 37.89575900042597, -122.5631259997882 37.89543100030661, -122.56392000023814 37.895936000625504, -122.56297599977212 37.89573599998086, -122.56261399979488 37.89583400010984, -122.5621090003776 37.89619899982352, -122.56208200004598 37.89649199978309, -122.56184700062842 37.89575900042597)), ((-122.56120299941846 37.89651299992493, -122.56146599972506 37.8966560000783, -122.56082099947012 37.89696499995346, -122.56120299941846 37.89651299992493)), ((-122.56176299970501 37.8964079991567, -122.5628677234779 37.896771467046584, -122.56299700024735 37.89681399993711, -122.56164299979646 37.897684000281686, -122.56176299970501 37.8964079991567)), ((-122.56981499999426 37.89689799940308, -122.56354900008812 37.897096000092915, -122.5629510002483 37.89650699976778, -122.56459199950365 37.89673500040785, -122.56485599942872 37.89638300089971, -122.56307800019192 37.896336000389006, -122.56271299997384 37.89669999988952, -122.56268099960282 37.89590300027544, -122.56452800075323 37.89625100046329, -122.56459800075386 37.896076999737126, -122.56317300014855 37.895351999888085, -122.56242499997454 37.89555900004004, -122.56208699989065 37.89552100052493, -122.56325199986966 37.8949590000083, -122.56402099951916 37.89538899958917, -122.56529000033613 37.89409699975307, -122.56605699938123 37.895424000570976, -122.56685399997419 37.895946000151895, -122.56789200056942 37.89564500019658, -122.56807999968383 37.89662599963953, -122.56981499999426 37.89689799940308)), ((-122.56849199992969 37.900921999880275, -122.56954499999632 37.898726000508105, -122.56975800059939 37.89975700015244, -122.57018900028017 37.90013599964819, -122.57124499928351 37.90036399974037, -122.56951900002377 37.90230800026634, -122.56849199992969 37.900921999880275)), ((-122.57140300046576 37.90042400035115, -122.57164400078612 37.90100400017645, -122.57207800021746 37.901345000045445, -122.57071700076973 37.90240499993347, -122.57068400078037 37.902705000273194, -122.57159599995161 37.904499000644165, -122.5723030002004 37.90494299986661, -122.57305300065231 37.90512699993219, -122.57307400031635 37.905365000258826, -122.56974000025276 37.90388199968053, -122.57140300046576 37.90042400035115)), ((-122.64121499932429 37.89591000006355, -122.65281599943708 37.90115000019329, -122.65284299985133 37.902055999833756, -122.64022099947933 37.896417000098424, -122.64121499932429 37.89591000006355)), ((-122.62875000002389 37.918540999716626, -122.62690899924831 37.91579800038171, -122.6223420000423 37.91118600037509, -122.6253579998427 37.911636999734675, -122.62447300021873 37.91303199944387, -122.62630900053249 37.914568000012025, -122.62751500027187 37.91654799980712, -122.62871099991158 37.91679999984329, -122.62875000002389 37.918540999716626)), ((-122.6545790009671 37.93628799982727, -122.65069899995308 37.93586600060818, -122.6465219994425 37.933971999926925, -122.64147299962679 37.92665100025704, -122.62999899969601 37.92039999974226, -122.62895699971327 37.91669799986499, -122.624727999483 37.912946999993274, -122.62555800043302 37.91148500027712, -122.62211000010424 37.910952000352815, -122.61783600034248 37.90804499991751, -122.61130900045987 37.91147699975258, -122.61202000015817 37.912815999993406, -122.61062599926049 37.914327000167425, -122.6082399992773 37.915138000149085, -122.60643799972051 37.9193850000822, -122.60151300066299 37.922790000400184, -122.5977170000604 37.92327000001861, -122.59585300010366 37.92289100023582, -122.59559499993027 37.92566599968002, -122.59267099996777 37.927446999796736, -122.58909799975584 37.92613600073571, -122.58793199918992 37.92518500015726, -122.58666200003974 37.927820999397355, -122.58429599983889 37.92914299951337, -122.58092499936745 37.92790300012016, -122.57886899959519 37.92899600033541, -122.57775400044373 37.92764599993335, -122.58318800072465 37.923812999555246, -122.58072999981255 37.92641200014268, -122.58444899964957 37.92869600035193, -122.58778700011311 37.92481400020302, -122.59259200071074 37.92716900011748, -122.59522899990016 37.9255340004155, -122.59561099985825 37.92260499993193, -122.6010359998869 37.922663000217966, -122.60629800000204 37.918936000194286, -122.60789300010933 37.915017000303585, -122.61149800081606 37.912668999315024, -122.61078900050796 37.911748999877915, -122.60841300036229 37.912997000108504, -122.60566699992526 37.911609999988585, -122.59946399987741 37.91130499939991, -122.59872200039656 37.91000100040192, -122.58994200055326 37.90910399977968, -122.5850969995427 37.91247600060525, -122.58302900024233 37.915735999162486, -122.58241899940087 37.91377799956184, -122.57730499998642 37.91057800036796, -122.57313600008139 37.90507999956726, -122.57168799965658 37.90445999988201, -122.57077300052836 37.90268600013706, -122.57216599998637 37.901376999476035, -122.57203299988991 37.89971299950978, -122.57024000018241 37.90008700030448, -122.56972599960346 37.89870099993524, -122.57159599927965 37.8983729997335, -122.57088999974107 37.896515000153876, -122.56820399986205 37.89657000020858, -122.56795499987219 37.89558599939487, -122.56525599933364 37.893991999935565, -122.56416300030554 37.895086000077626, -122.56458600024641 37.893290999605185, -122.56762300047062 37.89421399933441, -122.56946499908614 37.89339600054954, -122.57004600040605 37.894239000079466, -122.56975500021066 37.893388000633685, -122.56449200064452 37.89315299946197, -122.56398700027421 37.89519300001813, -122.56328699981962 37.89481599993681, -122.56291199929659 37.89486099980588, -122.5617029995491 37.89563300012071, -122.56147799997827 37.89649599967001, -122.56022200047538 37.89430100001074, -122.55867799889167 37.89337499972263, -122.55723099961506 37.89339199998788, -122.55463199999092 37.888030000448076, -122.55382899960453 37.879242000480076, -122.55481100055097 37.87958799978205, -122.55958799991879 37.87476700019924, -122.56184099931322 37.875189000193146, -122.56144199924772 37.87392399975035, -122.56308600027843 37.87185100019444, -122.56909999922954 37.87326599974617, -122.57249299991959 37.87187100077286, -122.57742300004841 37.86722400029311, -122.57920200019498 37.86944100072951, -122.58143400038338 37.86971000034982, -122.58311900055749 37.873790999327284, -122.59162199986741 37.872586999886366, -122.59380400076421 37.875289999714624, -122.59911199992955 37.875118999565906, -122.60177400101323 37.87709000072763, -122.60012399940807 37.87841899985525, -122.60129900084351 37.87929900028252, -122.60692700024632 37.87642099961979, -122.61326800078034 37.87843700015894, -122.6181770000418 37.87701499966613, -122.62112299987984 37.87797600030183, -122.62340700033177 37.88065300029045, -122.62880400090889 37.88161400026425, -122.62825300058964 37.884818999764306, -122.63418199970208 37.890335000099974, -122.62944600048344 37.889168000007054, -122.62633400010452 37.88678899953815, -122.62237600025993 37.890912000234245, -122.62456500036703 37.892193999657295, -122.62193800020358 37.891995999947426, -122.62350800059554 37.89279799978254, -122.62409099969823 37.89413099954153, -122.62361700024687 37.8936120000899, -122.62234900003975 37.89342600000846, -122.61879299979853 37.89429799977955, -122.61860699919588 37.89580899976456, -122.61749500006329 37.89537900019732, -122.61575900043455 37.89566099956213, -122.61347200004643 37.896762999829036, -122.61146299996464 37.8994529999663, -122.6156659999135 37.89586599966367, -122.61854500021234 37.89602399968308, -122.6189379999895 37.89566599954324, -122.61889699967843 37.894440999924136, -122.62349399966104 37.89376099934367, -122.63120699996354 37.90101900018176, -122.63331599986239 37.89992999977841, -122.63592599970754 37.90240699974065, -122.63757699886511 37.90186599983735, -122.63691299955237 37.90389000001079, -122.63911799974103 37.90586100026425, -122.6446690006286 37.90788199976446, -122.6466889992133 37.910996000307776, -122.64533999985868 37.91280199957448, -122.64940199945926 37.91005100047296, -122.65521499970886 37.909172999570515, -122.65453700002665 37.914786000111214, -122.6595399993583 37.91728700067756, -122.65191700059502 37.92404999965874, -122.64144799983238 37.926363999558326, -122.64673500064536 37.93375299968398, -122.6545790009671 37.93628799982727), (-122.60125100013924 37.89745500002502, -122.59452799894117 37.89505299968857, -122.59019300055594 37.89777599932022, -122.577743000417 37.89058800048733, -122.56810100006183 37.889578999840836, -122.56619500018397 37.88710699977014, -122.5642799995129 37.888026999380784, -122.56568300019232 37.88858399988181, -122.56226300046194 37.88943900055815, -122.56311800000348 37.890485999560475, -122.56118899955683 37.891887999564624, -122.56178299914197 37.89423699995178, -122.56572999994249 37.89088800010871, -122.56915499938033 37.89309000017524, -122.57075800040215 37.89115900045326, -122.57681800050659 37.89113200018147, -122.57202400017307 37.89404499984567, -122.57519600017055 37.90392800073058, -122.57960200041109 37.90151500025232, -122.59061799997963 37.90249099943198, -122.60125100013924 37.89745500002502), (-122.58020199999251 37.878143999951796, -122.57972099987822 37.878070999690145, -122.57991599944081 37.87829800053558, -122.58020199999251 37.878143999951796)))"
park,US-1179,Navarro River Redwoods State Park,39.176800,-123.690000,25,POTA/PAD-US,2695206,"POLYGON ((-123.70328300009048 39.17945999986802, -123.69871900047131 39.18129300038321, -123.68912400029703 39.178496000514656, -123.68213700023296 39.17996500019416, -123.67793000017673 39.177844000189005, -123.67574700053363 39.174967000037746, -123.6626470001505 39.172120999287436, -123.65957800041605 39.16935099972668, -123.65714399976545 39.16422099930824, -123.65237199954723 39.16187700007735, -123.64932899962882 39.16256799951815, -123.64616400071374 39.16688599944721, -123.6422370000236 39.16716499957978, -123.63872900062321 39.16431599923305, -123.63676700057266 39.157811000315114, -123.63287701110762 39.158562833954996, -123.63462400055778 39.15679299987934, -123.63900599955494 39.15643800013923, -123.63825299971765 39.159997000120434, -123.64138199919755 39.165080000422435, -123.64035599952912 39.16509599967867, -123.64450700004767 39.1661540004301, -123.64694599921853 39.16473800027051, -123.64828700051504 39.160913000675876, -123.65320200011212 39.15971999989158, -123.65983500003222 39.1646130001474, -123.66020800038795 39.16690900016927, -123.6638180001523 39.171666000480805, -123.66771499899279 39.171126999760354, -123.67775100075126 39.1739150002366, -123.68214099901105 39.179064000366594, -123.69028400034881 39.175988000052094, -123.69347699959401 39.17663899973875, -123.69430100067265 39.178962000077874, -123.69644100021048 39.179877999901926, -123.7008190004102 39.17963800019702, -123.70358899988958 39.17714299950599, -123.71179999985543 39.17890300019539, -123.71994599961775 39.187831000723904, -123.72317100084001 39.18940899938092, -123.7141900004342 39.18830700031213, -123.71410299967943 39.1846940001998, -123.70985399938503 39.180606000089654, -123.70328300009048 39.17945999986802), (-123.64614200025424 39.16581400002829, -123.64498300009971 39.166239000207376, -123.64504600016843 39.166354999689354, -123.64614200025424 39.16581400002829))"
park,US-1180,Pacheco State Park,37.065500,-121.217000,25,POTA/PAD-US,28085184,"POLYGON ((-121.19085691240528 37.06508927249305, -121.18034036161504 37.06489057640854, -121.18146586981094 37.061078754206875, -121.17109161921083 37.056180910125114, -121.1607495710682 37.064560503139944, -121.15710058805334 37.06345248313676, -121.1581528831758 37.05379458067903, -121.16189457687209 37.04184687312341, -121.18025582399977 37.04174134090808, -121.16189484000054 37.041846316785026, -121.16701095616946 37.032334072595624, -121.24262332087072 37.02112601607161, -121.24635421525161 37.02412790500235, -121.24748963347393 37.02652351880388, -121.24723174977926 37.03124202546534, -121.24360008630725 37.03034204360325, -121.23852620738334 37.03152061325984, -121.2387842679759 37.03250499391059, -121.2334449998108 37.039522000413, -121.23317600012005 37.045475000340915, -121.23148799952648 37.050246000078225, -121.225235999932 37.05983000010813, -121.21786100099277 37.06301999960282, -121.2123200003536 37.06394600005556, -121.21000899943583 37.063982000375, -121.20830283782206 37.06133756030586, -121.209788903186 37.06453715933048, -121.20424100508636 37.062605619847425, -121.19849312019572 37.068039349179976, -121.19085691240528 37.06508927249305), (-121.20049765061604 37.06114775495109, -121.20044324690605 37.06119205282461, -121.2004980772284 37.06119169847608, -121.20049765061604 37.06114775495109), (-121.20903733800299 37.05878432584878, -121.20897686136261 37.058852438242496, -121.20893549548241 37.05914215004381, -121.20903733800299 37.05878432584878), (-121.20921305042638 37.05862845978406, -121.20913623344603 37.05867294369886, -121.20904434246458 37.058776436793615, -121.20921305042638 37.05862845978406), (-121.21465933026734 37.05599931322737, -121.21417983971315 37.05551456953761, -121.21391938372676 37.055449520942844, -121.21465933026734 37.05599931322737), (-121.21088400028246 37.05659299978601, -121.2109451750131 37.05644926760277, -121.21085450481974 37.05663964417585, -121.21088400028246 37.05659299978601), (-121.21693638283669 37.055319570703396, -121.2189029997393 37.054162999694974, -121.21948021435715 37.05433861135562, -121.2189947230256 37.05409938286757, -121.21786399364768 37.05446924288491, -121.21693638283669 37.055319570703396), (-121.21261612301991 37.05504141579663, -121.21257174847236 37.05505253097996, -121.21272299744919 37.0550728370096, -121.21261612301991 37.05504141579663), (-121.22393980256206 37.05224835034126, -121.22378581155789 37.05236760457471, -121.22376306641246 37.05248928217391, -121.22393980256206 37.05224835034126), (-121.22441961416061 37.049526186472356, -121.22389162675768 37.04877412565718, -121.22394545436653 37.0490257607406, -121.22441961416061 37.049526186472356), (-121.22369653132264 37.047018832344364, -121.22313700052602 37.044764000459914, -121.22310403170547 37.04457777295118, -121.22369653132264 37.047018832344364), (-121.2223057669097 37.041762973907446, -121.22232218341595 37.04203310145329, -121.22241972536993 37.04212198843895, -121.2223057669097 37.041762973907446), (-121.22209900023446 37.03950300040231, -121.22197014650565 37.03995860193301, -121.22213063823386 37.04051701940131, -121.22209900023446 37.03950300040231), (-121.22951064803968 37.03678366872205, -121.2296539997538 37.03681399978974, -121.22966290350816 37.03681449595077, -121.22951064803968 37.03678366872205), (-121.23437680443448 37.03510184725607, -121.23297845640454 37.03523217436693, -121.23270841635566 37.035446347951435, -121.23437680443448 37.03510184725607), (-121.22296625492493 37.03720125770592, -121.22242773994675 37.03731117058177, -121.22197567572007 37.03766568134217, -121.22296625492493 37.03720125770592), (-121.22488999969327 37.036812999635394, -121.2249067475965 37.03680760378353, -121.22453066471195 37.03679353582377, -121.22488999969327 37.036812999635394), (-121.22440294208477 37.03678875829831, -121.22387255139503 37.03692311855164, -121.22440304211185 37.03678876188548, -121.22440294208477 37.03678875829831), (-121.23743409167015 37.0331610056029, -121.2374170005296 37.03315899937049, -121.23765400072932 37.033334230792235, -121.23743409167015 37.0331610056029), (-121.23616363899616 37.032632046133784, -121.2359080545232 37.03300446907072, -121.23601371523061 37.03340857442912, -121.23616363899616 37.032632046133784), (-121.23721857313593 37.03298231381323, -121.2368928523706 37.03264224798235, -121.23635030934125 37.032564955747205, -121.23721857313593 37.03298231381323))"
park,US-1181,Palomar Mountain State Park,33.332000,-116.906000,25,POTA/PAD-US,7567622,"MULTIPOLYGON (((-116.92431299963445 33.341326000340345, -116.91956500026517 33.33921299991764, -116.91737400013447 33.338525999956765, -116.91738600014786 33.33663200027602, -116.91691399952667 33.33605400049193, -116.91415199986358 33.33604299954092, -116.91252000010249 33.33517599983438, -116.91109299990819 33.33320899991497, -116.90996499945385 33.332386999736705, -116.90751499928447 33.33291700058823, -116.90648400007322 33.33207799972905, -116.9038949998077 33.33139900025066, -116.90142600022932 33.32951200031626, -116.89975099965957 33.32863599980109, -116.92370799965813 33.328426000200494, -116.9236779990672 33.331918999714155, -116.92850800064683 33.331857999622414, -116.92827999995646 33.33977700062059, -116.92670100014077 33.33928000060176, -116.92385199929849 33.339710999336695, -116.92370200006874 33.34001800019073, -116.92460299980155 33.341173000284115, -116.92431299963445 33.341326000340345)), ((-116.90655399978661 33.35748699973833, -116.90637499922887 33.35384299992697, -116.90208600010997 33.35385700039086, -116.90215499903454 33.35018600018602, -116.89792000044957 33.350219000578825, -116.89738599916191 33.33930500078981, -116.88936399927596 33.339287999492484, -116.88934999987386 33.328672000223925, -116.88506300069601 33.32861399987111, -116.88497100039066 33.324978999988, -116.8933080005791 33.32509499991953, -116.90387400020468 33.331508000086416, -116.90748199940421 33.333025999724796, -116.9088580002472 33.33293600002904, -116.90766399917536 33.33430699989924, -116.90746899994285 33.33503700013344, -116.90786500000843 33.33693099983521, -116.90986199958922 33.33864699991205, -116.91016100023349 33.34070300016389, -116.90790399953227 33.34107199992773, -116.90704400019045 33.34061099968201, -116.90592700060441 33.340628000026996, -116.90515400049259 33.339987000075354, -116.90354199998312 33.34011200039885, -116.90296099971108 33.34048199919349, -116.90230399970419 33.341473000379686, -116.90151899999965 33.34196899987973, -116.90128200043294 33.34262699923495, -116.9014320000207 33.34314100046628, -116.9035420003926 33.340228999745726, -116.9052070002518 33.340103999900556, -116.90596999971179 33.34075399956154, -116.90789300029434 33.341180000088876, -116.90995599977045 33.34124499985176, -116.91045099946881 33.34037900059408, -116.91025900024944 33.33930499967178, -116.90935799977332 33.33761800058438, -116.9079620001781 33.336850000020256, -116.90759799961106 33.3349920003422, -116.90987900039262 33.332467999988204, -116.91288499992719 33.33555500000339, -116.91454999989543 33.336287000262026, -116.91699999987277 33.33624300029562, -116.91685799993844 33.33787600004151, -116.91729800079568 33.33862500020212, -116.91819000060113 33.339257000266635, -116.92414099963726 33.341434000339724, -116.92473199935839 33.34117299982292, -116.92386299990864 33.339828999608216, -116.92827600091132 33.33989399937833, -116.92818899914275 33.34295200031723, -116.91086800048187 33.34279699992625, -116.9107779999059 33.3464859999535, -116.91507700062365 33.3465430001525, -116.91483100011429 33.35742100005523, -116.90655399978661 33.35748699973833), (-116.89803700011011 33.339295999738006, -116.89802899974492 33.339997000040455, -116.89804100041421 33.3392959998284, -116.89803700011011 33.339295999738006)))"
park,US-1182,Sue-Meg State Park,41.136500,-124.155000,25,POTA/PAD-US,2136740,"MULTIPOLYGON (((-124.15947616772426 41.14259448141469, -124.14993803022547 41.14085677778896, -124.14637236632495 41.14226694356551, -124.14608677648961 41.136562268491176, -124.1504049717169 41.135682589294156, -124.14976127705523 41.134247346220235, -124.15143800399305 41.13427964039034, -124.15150845574254 41.130602893488536, -124.15640292467567 41.12934976874991, -124.1551586545087 41.12871953919309, -124.15571604809779 41.12741191672213, -124.16380456251017 41.12802789299478, -124.1652974039045 41.1302567964069, -124.16090084342916 41.133019970510624, -124.16384125112903 41.13884707782791, -124.15947616772426 41.14259448141469)), ((-124.13646683262286 41.144415809997824, -124.14401930487548 41.14446941812092, -124.13650564851399 41.15886384699885, -124.13538035846575 41.158861806042815, -124.13741962088362 41.15183420690448, -124.13615336128535 41.1509597274751, -124.13646683262286 41.144415809997824)))"
park,US-1183,Pfeiffer Big Sur State Park,36.247900,-121.781000,25,POTA/PAD-US,5374225,"MULTIPOLYGON (((-121.77451600034533 36.23868000017697, -121.77451400012202 36.23896200038853, -121.7741840001394 36.238856000069255, -121.77451600034533 36.23868000017697)), ((-121.77007899955426 36.247909999581815, -121.77007999949026 36.25149499993038, -121.7656709997719 36.251436999488206, -121.76567099983954 36.24785100037558, -121.75684099997699 36.247733999416944, -121.75682900071831 36.24410999967312, -121.75236599935641 36.24415399999287, -121.75229200097402 36.236997999968295, -121.7577590000798 36.23699399957505, -121.75774499915552 36.23851299962463, -121.76120500048854 36.238546999738055, -121.76122100039302 36.23346900023803, -121.76709900033921 36.233523000699364, -121.77251700035211 36.23863000001131, -121.77136099982908 36.24074400068601, -121.77035800052532 36.243290000033774, -121.77008299982668 36.24434900007916, -121.77255599957924 36.23861799988375, -121.77765499891815 36.24085099989599, -121.78336999938554 36.24096099994293, -121.783336000112 36.244730999655246, -121.78782599935882 36.24475099980478, -121.78779299952053 36.25180199938192, -121.79219400029598 36.25187399952116, -121.79222899977111 36.258900000435226, -121.78334499967431 36.258787999853425, -121.78330499970494 36.25525500005152, -121.77447499905956 36.25510199967761, -121.77448800054903 36.247968000125425, -121.77007899955426 36.247909999581815)), ((-121.7955499995884 36.26263399955994, -121.79657900030048 36.262613000199124, -121.79657000073497 36.264279000214415, -121.79583599967546 36.264234000410184, -121.7955499995884 36.26263399955994)), ((-121.78772200011436 36.26982400009401, -121.78779699996073 36.25885599985679, -121.7921899989672 36.25891199998441, -121.79215200060209 36.26260700033878, -121.79409699952669 36.26266400017913, -121.79482700004795 36.26389399967235, -121.79643100005147 36.26446600023031, -121.79655899947855 36.26626300024188, -121.7921530002821 36.266229999629424, -121.79211599994288 36.26989500048566, -121.78772200011436 36.26982400009401), (-121.79318099962738 36.26547300038332, -121.7931249995403 36.26537800037654, -121.79312999931729 36.265929999882474, -121.79318099962738 36.26547300038332)))"
park,US-1184,Placerita Canyon State Park,34.377000,-118.470000,25,POTA/PAD-US,1456868,"POLYGON ((-118.4665734623218 34.37797638995534, -118.44192600053016 34.378078999978946, -118.44195200027679 34.374535000303815, -118.43978800040239 34.374516000182766, -118.43984299995786 34.370764000617626, -118.43762499981989 34.37076300037221, -118.43768000066036 34.36701999995036, -118.44865199999693 34.366971999706145, -118.44855399957586 34.370769000278514, -118.44636800037256 34.37076800059446, -118.44628100034049 34.37455600033642, -118.45080200019544 34.37629700024912, -118.46218700034028 34.376801999776774, -118.46648900043267 34.37589399964923, -118.46641999993108 34.37381200021266, -118.47112999972772 34.373863000042654, -118.47214799933822 34.37798099981489, -118.46662301186366 34.37946833040047, -118.4665734623218 34.37797638995534))"
park,US-1185,Plumas Eureka State Park,39.756900,-120.697000,25,POTA/PAD-US,16086254,"MULTIPOLYGON (((-120.71645599979938 39.77394100044825, -120.69772600026883 39.77395100024201, -120.69771299915786 39.77740100000313, -120.68828000003592 39.77750599946417, -120.68829499989718 39.77029499959115, -120.69052800016802 39.77024600040665, -120.69059699953357 39.76306499977702, -120.68355500022668 39.76302300067019, -120.68346399950407 39.75564099953344, -120.68869299910386 39.75567100003866, -120.68829100011331 39.74434999960041, -120.69291400032688 39.744198000273244, -120.69295999985013 39.73720299971406, -120.6879840002 39.73728299995659, -120.68797499975172 39.733488000268146, -120.69293399917456 39.73348800063677, -120.69171300006028 39.732798999784876, -120.69403500000863 39.73214000026856, -120.69487000063947 39.73029800004375, -120.69891899980932 39.73349799996426, -120.70072399980091 39.730708000414396, -120.70208599991504 39.732642000257016, -120.70807699988075 39.731751999283496, -120.70762100004072 39.72770099999189, -120.70984599953096 39.72745199969452, -120.71099699972677 39.733116000336594, -120.72129799944088 39.73318300011429, -120.7218569997699 39.7457099997713, -120.72593500042039 39.745671000722744, -120.72592500016894 39.77364599999033, -120.72185399920825 39.77367099994043, -120.72205400061728 39.77717099992126, -120.71645900021699 39.77722099959695, -120.71645599979938 39.77394100044825), (-120.69613400003415 39.759105999836756, -120.69722199947216 39.7579609998916, -120.6924839998228 39.76002399989011, -120.69191599913748 39.76300799955599, -120.6967289999747 39.763004000153614, -120.69613400003415 39.759105999836756)), ((-120.69793400015374 39.795766999931445, -120.70270499999035 39.79587300059436, -120.70261300022062 39.78116299976588, -120.70676499987187 39.7809739998339, -120.70690699917111 39.784789999346955, -120.71175200001558 39.78474899967537, -120.71189900037152 39.79943899998416, -120.69759899903998 39.799529000277964, -120.69793400015374 39.795766999931445), (-120.70576799991991 39.78817600034789, -120.70580599986553 39.792214000442506, -120.70720500008628 39.792200999727854, -120.70727199937869 39.788194000090314, -120.70576799991991 39.78817600034789)))"
park,US-1186,Point Mugu State Park,34.070300,-119.012000,25,POTA/PAD-US,388498,"POLYGON ((-119.0616939996247 34.08623400035552, -119.06106099961204 34.08685500065502, -119.05442900064234 34.08561400009671, -119.0525060000323 34.08467100004894, -119.05115199962353 34.08461599996553, -119.04907599937421 34.08528799970442, -119.0479259995894 34.085330000068765, -119.03736899985266 34.083801999808486, -119.03481199931277 34.083043999838694, -119.01676399983693 34.0713249997547, -119.01192099981076 34.070411999923834, -119.00674400007809 34.066011999693906, -119.01703300103291 34.071186000455285, -119.03059099994915 34.07972999950799, -119.03904500066477 34.08387199986943, -119.04856099988116 34.08524899999434, -119.05132399965886 34.084184000082466, -119.05765799960712 34.0859229995397, -119.0612170002846 34.08529099994375, -119.06646299947028 34.08867400027014, -119.06511099909741 34.090056999806805, -119.0616939996247 34.08623400035552))"
park,US-1187,Portola Redwoods State Park,37.287900,-122.213000,25,POTA,,
park,US-1188,Prairie Creek Redwoods State Park,41.410200,-124.036000,25,POTA/PAD-US,53463020,"POLYGON ((-124.05582382498633 41.46463359673454, -124.05586692048233 41.466739853430354, -124.04629652532083 41.468563685338985, -124.0463414526645 41.46465282438574, -124.04326731866882 41.46464887471348, -124.04879182525511 41.459776002803736, -124.0476703535289 41.45776762983347, -124.03269732376467 41.45721126681418, -124.03308562323623 41.44589449666689, -124.02359239169643 41.445790245475266, -124.02394727847825 41.42704271879044, -124.0190981511069 41.42699126825473, -124.01914136628496 41.4234058835027, -124.01437279976186 41.42311467374268, -124.01454668425492 41.41197569263791, -124.00494970821602 41.41249663689076, -124.00473591543302 41.40521600633998, -124.00021539912977 41.405624963160946, -123.99668186906395 41.40364044556494, -123.9982203693378 41.373679067618745, -123.99680025013272 41.36484912168793, -124.0012377285427 41.36137094286912, -124.01176833653153 41.36127850477332, -124.02229199955515 41.35842899939984, -124.02252799989168 41.35390899990105, -124.02951700019564 41.35280000070229, -124.03011400027911 41.35405100040368, -124.03267400073037 41.3540990001788, -124.0323280001281 41.36143399996151, -124.03711500010238 41.36149399958188, -124.03550600016794 41.37009599996329, -124.05442499995029 41.373401000128496, -124.05815799964654 41.37339400055897, -124.05930467373992 41.35492977081239, -124.07455346108098 41.36426335967609, -124.06308591506539 41.43907725514624, -124.06415900383116 41.44688130055755, -124.06650717811584 41.45201625802083, -124.06594606116697 41.46201057406362, -124.06072028394595 41.46480069542377, -124.05582382498633 41.46463359673454), (-124.04981409853882 41.44458562539778, -124.0522421819328 41.44465792046743, -124.05236045894392 41.442823919087864, -124.04277833481665 41.442420394918116, -124.04262564913769 41.44620927324902, -124.04740519791858 41.446332476590364, -124.04729346346147 41.44812593557956, -124.04960938021753 41.448199371847416, -124.04981409853882 41.44458562539778))"
park,US-1189,Red Rock Canyon State Park,35.383700,-117.975000,25,POTA/PAD-US,102587810,"POLYGON ((-117.91988312559006 35.36040968950983, -117.9328824119709 35.3604823788838, -117.93327270221614 35.34530295936018, -117.95030747703964 35.34578622842431, -117.95034900793887 35.330986850694, -117.96805147606356 35.330952511020705, -117.9681514429745 35.324132435710865, -117.98670541932096 35.3248528831758, -118.0005820476848 35.32950688846985, -118.00093775955804 35.34757207598494, -118.00529010244082 35.347376858415586, -118.00529813948974 35.36103857244161, -118.00867781222199 35.36101830839911, -118.00882500017887 35.376384000463936, -118.00627600030586 35.39560999943018, -117.98551864421947 35.39623207749705, -117.97829735003694 35.42124471578014, -117.9782284437186 35.43498863950173, -117.97451056050134 35.44367595537928, -117.95758291936473 35.44111642014393, -117.94671619579043 35.4366152758609, -117.93749360431498 35.43049387589835, -117.94031007579193 35.429765590919025, -117.94029321449094 35.424418629925626, -117.93544229701168 35.42432649471133, -117.93545450859393 35.42616342091486, -117.93309488169032 35.42659887528316, -117.92511182326184 35.417034213981175, -117.91758357985606 35.40111708063527, -117.91528891639966 35.38958102841977, -117.9161528831758 35.37199458067903, -117.91988312559006 35.36040968950983), (-117.94612153175915 35.37873301568525, -117.94609108709089 35.38055474271248, -117.94013234108239 35.38044664159129, -117.94007998481288 35.386021294847666, -117.9505692221604 35.385991490788435, -117.95052589278896 35.378698440240775, -117.94612153175915 35.37873301568525), (-117.935381950971 35.380663430941176, -117.93051682542678 35.3806529193686, -117.93049573678508 35.382420057262124, -117.93284189116761 35.38239894133977, -117.93288773265373 35.38604573018794, -117.9352710050827 35.38603774342935, -117.935381950971 35.380663430941176))"
